alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
------,--------,---------,---------,--------,--------,--------
-5.000,-0.6434,0.02623,0.01652,0.0056,1.0000,0.3968
-4.750,-0.6246,0.02542,0.01592,0.0084,1.0000,0.4394
-4.500,-0.6057,0.02477,0.01546,0.0115,1.0000,0.4837
-4.250,-0.5864,0.02427,0.01513,0.0146,1.0000,0.5284
-4.000,-0.5667,0.02390,0.01493,0.0179,1.0000,0.5722
-3.750,-0.5466,0.02366,0.01480,0.0214,1.0000,0.6149
-3.500,-0.5264,0.02350,0.01474,0.0249,1.0000,0.6564
-3.250,-0.5063,0.02340,0.01469,0.0284,1.0000,0.6973
-3.000,-0.4806,0.02362,0.01494,0.0316,1.0000,0.7350
-2.750,-0.4554,0.02374,0.01506,0.0345,1.0000,0.7736
-2.500,-0.4174,0.02418,0.01544,0.0356,1.0000,0.8108
-2.250,-0.3696,0.02459,0.01571,0.0344,1.0000,0.8487
-2.000,-0.2915,0.02513,0.01602,0.0274,1.0000,0.8850
-1.750,-0.2047,0.02518,0.01584,0.0173,1.0000,0.9203
-1.500,-0.1099,0.02474,0.01520,0.0048,1.0000,0.9514
-1.250,-0.0224,0.02388,0.01421,-0.0075,1.0000,0.9810
-1.000,0.0407,0.02291,0.01320,-0.0163,1.0000,1.0000
-0.750,0.0378,0.02250,0.01284,-0.0134,1.0000,1.0000
-0.500,0.0300,0.02221,0.01260,-0.0097,1.0000,1.0000
-0.250,0.0167,0.02206,0.01248,-0.0051,1.0000,1.0000
0.000,-0.0000,0.02201,0.01244,0.0000,1.0000,1.0000
0.250,-0.0167,0.02206,0.01248,0.0051,1.0000,1.0000
0.500,-0.0300,0.02221,0.01260,0.0097,1.0000,1.0000
0.750,-0.0378,0.02250,0.01284,0.0134,1.0000,1.0000
1.000,-0.0407,0.02291,0.01320,0.0163,1.0000,1.0000
1.250,0.0223,0.02387,0.01421,0.0075,0.9810,1.0000
1.500,0.1099,0.02474,0.01520,-0.0048,0.9514,1.0000
1.750,0.2045,0.02517,0.01583,-0.0173,0.9203,1.0000
2.000,0.2915,0.02513,0.01602,-0.0274,0.8850,1.0000
2.250,0.3695,0.02459,0.01571,-0.0343,0.8487,1.0000
2.500,0.4173,0.02418,0.01544,-0.0356,0.8108,1.0000
2.750,0.4553,0.02374,0.01506,-0.0345,0.7737,1.0000
3.000,0.4805,0.02362,0.01494,-0.0316,0.7350,1.0000
3.250,0.5062,0.02340,0.01468,-0.0284,0.6973,1.0000
3.500,0.5263,0.02350,0.01474,-0.0248,0.6565,1.0000
3.750,0.5466,0.02366,0.01480,-0.0214,0.6149,1.0000
4.000,0.5667,0.02390,0.01493,-0.0179,0.5723,1.0000
4.250,0.5864,0.02427,0.01513,-0.0146,0.5284,1.0000
4.500,0.6056,0.02477,0.01545,-0.0114,0.4838,1.0000
4.750,0.6245,0.02542,0.01592,-0.0084,0.4394,1.0000
5.000,0.6433,0.02623,0.01652,-0.0056,0.3968,1.0000
5.250,0.6631,0.02715,0.01716,-0.0030,0.3578,1.0000
5.500,0.6806,0.02837,0.01836,-0.0005,0.3221,1.0000
5.750,0.6995,0.02969,0.01957,0.0017,0.2917,1.0000
6.000,0.7186,0.03119,0.02102,0.0038,0.2663,1.0000
6.250,0.7386,0.03278,0.02255,0.0058,0.2450,1.0000
6.500,0.7571,0.03467,0.02450,0.0077,0.2275,1.0000
6.750,0.7737,0.03676,0.02675,0.0097,0.2128,1.0000
7.000,0.7914,0.03895,0.02902,0.0115,0.2005,1.0000
7.250,0.8018,0.04160,0.03204,0.0137,0.1907,1.0000
7.500,0.8101,0.04468,0.03543,0.0157,0.1835,1.0000
7.750,0.8199,0.04751,0.03847,0.0176,0.1763,1.0000
8.000,0.8226,0.05112,0.04235,0.0195,0.1720,1.0000
8.250,0.8108,0.05557,0.04722,0.0214,0.1700,1.0000
8.500,0.7942,0.06036,0.05230,0.0227,0.1690,1.0000
8.750,0.7708,0.06568,0.05782,0.0232,0.1693,1.0000
9.250,0.7181,0.07767,0.06991,0.0207,0.1723,1.0000
9.500,0.6964,0.08516,0.07741,0.0165,0.1746,1.0000
9.750,0.6530,0.09763,0.08977,0.0062,0.1863,1.0000
10.000,0.6164,0.10828,0.10032,-0.0025,0.2061,1.0000
10.500,0.5848,0.13003,0.12205,-0.0199,0.3288,1.0000
10.750,0.5659,0.13174,0.12369,-0.0211,0.3212,1.0000
11.000,0.5902,0.13743,0.12942,-0.0212,0.3141,1.0000
11.250,0.5761,0.13907,0.13101,-0.0223,0.3056,1.0000
11.500,0.5897,0.14379,0.13575,-0.0227,0.2985,1.0000
11.750,0.4580,0.13964,0.13204,-0.0075,0.2994,1.0000
12.000,0.5940,0.15023,0.14215,-0.0243,0.2823,1.0000
12.250,0.6075,0.15443,0.14638,-0.0246,0.2732,1.0000
12.500,0.4511,0.14598,0.13839,-0.0079,0.2749,1.0000
12.750,0.4563,0.14936,0.14178,-0.0083,0.2696,1.0000
13.000,0.6157,0.16398,0.15587,-0.0279,0.2517,1.0000
13.250,0.6359,0.16940,0.16135,-0.0279,0.2441,1.0000
13.500,0.4562,0.15501,0.14747,-0.0092,0.2475,1.0000
13.750,0.6469,0.17602,0.16794,-0.0302,0.2304,1.0000
14.000,0.6451,0.17839,0.17026,-0.0322,0.2258,1.0000
14.250,0.6545,0.18187,0.17375,-0.0331,0.2181,1.0000
