alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
------,--------,---------,---------,--------,--------,--------
-5.000,-0.5890,0.02419,0.01387,-0.0014,1.0000,0.3219
-4.750,-0.5705,0.02285,0.01293,0.0011,1.0000,0.3874
-4.500,-0.5536,0.02181,0.01234,0.0042,1.0000,0.4639
-4.250,-0.5365,0.02111,0.01204,0.0079,1.0000,0.5402
-4.000,-0.5188,0.02072,0.01195,0.0120,1.0000,0.6109
-3.750,-0.5004,0.02055,0.01196,0.0163,1.0000,0.6752
-3.500,-0.4795,0.02064,0.01214,0.0208,1.0000,0.7328
-3.250,-0.4538,0.02093,0.01242,0.0246,1.0000,0.7869
-3.000,-0.4160,0.02141,0.01276,0.0263,1.0000,0.8390
-2.750,-0.3390,0.02221,0.01316,0.0207,1.0000,0.8880
-2.500,-0.2398,0.02236,0.01283,0.0086,1.0000,0.9343
-2.250,-0.1435,0.02169,0.01179,-0.0049,1.0000,0.9743
-2.000,-0.0655,0.02051,0.01039,-0.0164,1.0000,1.0000
-1.750,-0.0534,0.01980,0.00964,-0.0158,1.0000,1.0000
-1.500,-0.0419,0.01920,0.00902,-0.0149,1.0000,1.0000
-1.250,-0.0312,0.01871,0.00852,-0.0135,1.0000,1.0000
-1.000,-0.0219,0.01833,0.00813,-0.0116,1.0000,1.0000
-0.750,-0.0144,0.01803,0.00785,-0.0093,1.0000,1.0000
-0.500,-0.0088,0.01782,0.00765,-0.0064,1.0000,1.0000
-0.250,-0.0040,0.01770,0.00754,-0.0033,1.0000,1.0000
0.000,0.0000,0.01766,0.00750,-0.0000,1.0000,1.0000
0.250,0.0041,0.01770,0.00754,0.0033,1.0000,1.0000
0.500,0.0088,0.01782,0.00765,0.0064,1.0000,1.0000
0.750,0.0144,0.01803,0.00785,0.0093,1.0000,1.0000
1.000,0.0219,0.01833,0.00813,0.0116,1.0000,1.0000
1.250,0.0313,0.01871,0.00852,0.0135,1.0000,1.0000
1.500,0.0420,0.01920,0.00901,0.0149,1.0000,1.0000
1.750,0.0535,0.01979,0.00964,0.0158,1.0000,1.0000
2.000,0.0656,0.02051,0.01039,0.0164,1.0000,1.0000
2.250,0.1435,0.02168,0.01178,0.0049,0.9743,1.0000
2.500,0.2399,0.02236,0.01283,-0.0087,0.9343,1.0000
2.750,0.3390,0.02221,0.01316,-0.0207,0.8880,1.0000
3.000,0.4159,0.02141,0.01275,-0.0262,0.8390,1.0000
3.250,0.4537,0.02093,0.01242,-0.0246,0.7868,1.0000
3.500,0.4795,0.02064,0.01214,-0.0208,0.7329,1.0000
3.750,0.5003,0.02055,0.01196,-0.0163,0.6753,1.0000
4.000,0.5188,0.02072,0.01195,-0.0120,0.6109,1.0000
4.250,0.5365,0.02111,0.01204,-0.0079,0.5402,1.0000
4.500,0.5535,0.02181,0.01234,-0.0042,0.4640,1.0000
4.750,0.5705,0.02285,0.01293,-0.0011,0.3874,1.0000
5.000,0.5890,0.02419,0.01387,0.0014,0.3219,1.0000
5.250,0.6095,0.02571,0.01505,0.0033,0.2732,1.0000
5.500,0.6316,0.02734,0.01653,0.0049,0.2373,1.0000
5.750,0.6544,0.02913,0.01828,0.0062,0.2111,1.0000
6.000,0.6772,0.03116,0.02040,0.0075,0.1919,1.0000
6.250,0.6989,0.03331,0.02275,0.0088,0.1766,1.0000
6.500,0.7201,0.03577,0.02544,0.0100,0.1656,1.0000
6.750,0.7414,0.03824,0.02795,0.0111,0.1558,1.0000
7.000,0.7552,0.04159,0.03200,0.0127,0.1506,1.0000
7.250,0.7759,0.04431,0.03464,0.0137,0.1433,1.0000
7.500,0.7820,0.04840,0.03945,0.0153,0.1415,1.0000
7.750,0.7859,0.05290,0.04448,0.0164,0.1408,1.0000
8.000,0.7853,0.05771,0.04970,0.0172,0.1405,1.0000
8.250,0.7810,0.06279,0.05510,0.0174,0.1408,1.0000
8.500,0.7749,0.06803,0.06055,0.0172,0.1418,1.0000
8.750,0.7723,0.07321,0.06584,0.0168,0.1430,1.0000
9.000,0.7250,0.08258,0.07538,0.0113,0.1549,1.0000
9.250,0.6005,0.11101,0.10353,-0.0262,0.3380,1.0000
9.500,0.6190,0.11593,0.10848,-0.0258,0.3292,1.0000
10.000,0.6104,0.12249,0.11496,-0.0273,0.3121,1.0000
10.250,0.4888,0.12057,0.11336,-0.0141,0.3137,1.0000
10.500,0.6232,0.13011,0.12257,-0.0277,0.2917,1.0000
10.750,0.4873,0.12700,0.11978,-0.0142,0.2948,1.0000
11.000,0.6360,0.13833,0.13078,-0.0284,0.2746,1.0000
11.250,0.6340,0.14111,0.13354,-0.0293,0.2650,1.0000
11.500,0.4905,0.13671,0.12948,-0.0145,0.2707,1.0000
11.750,0.6583,0.15062,0.14306,-0.0295,0.2486,1.0000
12.000,0.4936,0.14255,0.13532,-0.0148,0.2535,1.0000
12.250,0.5062,0.14724,0.14004,-0.0149,0.2478,1.0000
12.500,0.4963,0.14816,0.14094,-0.0154,0.2400,1.0000
12.750,0.6652,0.16379,0.15614,-0.0339,0.2206,1.0000
13.000,0.6650,0.16621,0.15854,-0.0353,0.2127,1.0000
13.250,0.5056,0.15681,0.14961,-0.0163,0.2202,1.0000
13.750,0.5144,0.16278,0.15560,-0.0168,0.2080,1.0000
14.250,0.5267,0.16950,0.16236,-0.0175,0.1954,1.0000
14.500,0.7003,0.18727,0.17954,-0.0428,0.1781,1.0000
14.750,0.5135,0.16985,0.16272,-0.0191,0.1847,1.0000
15.000,0.7227,0.19642,0.18871,-0.0445,0.1684,1.0000
