alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
------,--------,---------,---------,--------,--------,--------
-5.000,-0.5974,0.00715,0.00237,-0.0025,0.6669,0.1605
-4.750,-0.5680,0.00705,0.00226,-0.0022,0.6510,0.1695
-4.500,-0.5385,0.00697,0.00216,-0.0020,0.6349,0.1779
-4.250,-0.5091,0.00685,0.00205,-0.0017,0.6210,0.1890
-4.000,-0.4796,0.00674,0.00196,-0.0015,0.6064,0.1998
-3.750,-0.4499,0.00666,0.00187,-0.0013,0.5920,0.2102
-3.500,-0.4201,0.00660,0.00180,-0.0011,0.5763,0.2198
-3.250,-0.3906,0.00652,0.00172,-0.0010,0.5614,0.2315
-3.000,-0.3608,0.00643,0.00165,-0.0008,0.5482,0.2436
-2.750,-0.3308,0.00637,0.00159,-0.0007,0.5350,0.2548
-2.500,-0.3008,0.00633,0.00154,-0.0006,0.5203,0.2649
-2.000,-0.2411,0.00621,0.00144,-0.0004,0.4929,0.2904
-1.750,-0.2109,0.00617,0.00140,-0.0003,0.4801,0.3020
-1.500,-0.1808,0.00615,0.00137,-0.0003,0.4662,0.3128
-1.250,-0.1509,0.00612,0.00135,-0.0002,0.4516,0.3261
-1.000,-0.1207,0.00608,0.00132,-0.0002,0.4403,0.3388
-0.750,-0.0904,0.00607,0.00130,-0.0001,0.4273,0.3506
-0.500,-0.0603,0.00606,0.00129,-0.0001,0.4135,0.3620
-0.250,-0.0303,0.00605,0.00128,-0.0000,0.4003,0.3762
0.000,-0.0000,0.00604,0.00128,0.0000,0.3888,0.3889
0.250,0.0303,0.00605,0.00128,0.0000,0.3761,0.4003
0.500,0.0603,0.00606,0.00129,0.0001,0.3620,0.4135
0.750,0.0904,0.00607,0.00130,0.0001,0.3507,0.4273
1.000,0.1207,0.00608,0.00132,0.0001,0.3391,0.4401
1.250,0.1509,0.00612,0.00135,0.0002,0.3262,0.4517
1.500,0.1807,0.00615,0.00137,0.0003,0.3125,0.4662
1.750,0.2109,0.00617,0.00140,0.0003,0.3020,0.4800
2.000,0.2411,0.00621,0.00144,0.0004,0.2904,0.4929
2.500,0.3008,0.00633,0.00154,0.0006,0.2648,0.5201
2.750,0.3309,0.00637,0.00159,0.0007,0.2548,0.5346
3.000,0.3609,0.00643,0.00165,0.0008,0.2435,0.5484
3.250,0.3906,0.00652,0.00172,0.0010,0.2314,0.5615
3.500,0.4202,0.00660,0.00180,0.0011,0.2195,0.5764
3.750,0.4500,0.00666,0.00187,0.0013,0.2101,0.5921
4.000,0.4797,0.00674,0.00195,0.0015,0.1999,0.6065
4.250,0.5092,0.00685,0.00205,0.0017,0.1889,0.6211
4.750,0.5681,0.00705,0.00225,0.0022,0.1698,0.6510
5.000,0.5975,0.00715,0.00236,0.0025,0.1606,0.6668
5.250,0.6266,0.00727,0.00249,0.0028,0.1513,0.6827
5.500,0.6555,0.00741,0.00262,0.0032,0.1417,0.6977
5.750,0.6848,0.00754,0.00275,0.0035,0.1346,0.7129
6.250,0.7428,0.00781,0.00304,0.0043,0.1198,0.7445
6.500,0.7713,0.00796,0.00320,0.0047,0.1123,0.7606
6.750,0.8000,0.00811,0.00336,0.0052,0.1064,0.7763
7.000,0.8288,0.00825,0.00353,0.0057,0.1008,0.7914
7.250,0.8571,0.00844,0.00371,0.0062,0.0947,0.8058
7.500,0.8853,0.00862,0.00390,0.0068,0.0894,0.8203
7.750,0.9137,0.00878,0.00409,0.0074,0.0850,0.8356
8.000,0.9414,0.00897,0.00430,0.0081,0.0802,0.8498
8.250,0.9691,0.00917,0.00452,0.0088,0.0760,0.8629
8.500,0.9970,0.00937,0.00473,0.0095,0.0722,0.8752
8.750,1.0239,0.00959,0.00497,0.0104,0.0682,0.8890
9.000,1.0510,0.00980,0.00521,0.0113,0.0653,0.9011
9.250,1.0778,0.01004,0.00546,0.0122,0.0622,0.9119
9.500,1.1038,0.01028,0.00572,0.0133,0.0592,0.9235
9.750,1.1294,0.01053,0.00599,0.0145,0.0566,0.9342
10.000,1.1544,0.01080,0.00628,0.0158,0.0541,0.9438
10.250,1.1785,0.01106,0.00657,0.0173,0.0519,0.9540
10.500,1.1989,0.01133,0.00686,0.0195,0.0498,0.9644
10.750,1.2190,0.01164,0.00719,0.0217,0.0478,0.9741
11.000,1.2404,0.01196,0.00752,0.0236,0.0462,0.9831
11.500,1.2919,0.01274,0.00832,0.0255,0.0427,0.9947
11.750,1.3209,0.01322,0.00880,0.0256,0.0408,0.9971
12.000,1.3498,0.01369,0.00928,0.0258,0.0393,0.9989
12.250,1.3726,0.01415,0.00975,0.0271,0.0380,1.0000
12.500,1.3868,0.01464,0.01026,0.0299,0.0368,1.0000
12.750,1.4049,0.01515,0.01079,0.0320,0.0358,1.0000
13.000,1.4235,0.01572,0.01137,0.0338,0.0348,1.0000
13.250,1.4409,0.01639,0.01206,0.0356,0.0336,1.0000
13.500,1.4583,0.01710,0.01280,0.0374,0.0325,1.0000
13.750,1.4765,0.01782,0.01355,0.0389,0.0318,1.0000
14.000,1.4932,0.01865,0.01441,0.0405,0.0310,1.0000
14.250,1.5083,0.01963,0.01541,0.0421,0.0301,1.0000
14.500,1.5232,0.02066,0.01648,0.0435,0.0293,1.0000
14.750,1.5389,0.02170,0.01755,0.0448,0.0287,1.0000
15.000,1.5530,0.02289,0.01878,0.0461,0.0281,1.0000
