alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
------,--------,---------,---------,--------,--------,--------
-5.000,-0.6163,0.00675,0.00247,-0.0046,0.9347,0.0279
-4.750,-0.5856,0.00660,0.00229,-0.0040,0.9196,0.0320
-4.500,-0.5547,0.00647,0.00213,-0.0035,0.9027,0.0364
-4.250,-0.5239,0.00633,0.00196,-0.0030,0.8836,0.0425
-4.000,-0.4931,0.00620,0.00181,-0.0025,0.8632,0.0508
-3.750,-0.4622,0.00609,0.00167,-0.0022,0.8412,0.0602
-3.500,-0.4313,0.00597,0.00153,-0.0018,0.8173,0.0734
-3.250,-0.4006,0.00584,0.00140,-0.0015,0.7925,0.0895
-2.750,-0.3390,0.00562,0.00117,-0.0010,0.7403,0.1281
-2.500,-0.3082,0.00551,0.00107,-0.0009,0.7142,0.1514
-2.250,-0.2774,0.00541,0.00098,-0.0007,0.6866,0.1769
-2.000,-0.2467,0.00531,0.00090,-0.0005,0.6591,0.2059
-1.750,-0.2159,0.00524,0.00084,-0.0004,0.6313,0.2335
-1.500,-0.1851,0.00517,0.00078,-0.0003,0.6039,0.2619
-1.250,-0.1543,0.00510,0.00073,-0.0002,0.5769,0.2921
-1.000,-0.1235,0.00505,0.00069,-0.0002,0.5487,0.3212
-0.750,-0.0926,0.00501,0.00066,-0.0001,0.5210,0.3501
-0.500,-0.0618,0.00497,0.00064,-0.0001,0.4942,0.3798
-0.250,-0.0309,0.00496,0.00063,-0.0000,0.4652,0.4091
0.000,0.0000,0.00495,0.00062,-0.0000,0.4373,0.4375
0.250,0.0309,0.00496,0.00062,0.0000,0.4092,0.4656
0.500,0.0618,0.00497,0.00064,0.0001,0.3799,0.4938
0.750,0.0927,0.00500,0.00066,0.0001,0.3509,0.5212
1.000,0.1235,0.00504,0.00069,0.0002,0.3217,0.5489
1.250,0.1544,0.00510,0.00073,0.0002,0.2923,0.5762
1.500,0.1851,0.00517,0.00078,0.0003,0.2616,0.6045
1.750,0.2160,0.00523,0.00083,0.0004,0.2345,0.6317
2.000,0.2468,0.00531,0.00090,0.0005,0.2062,0.6589
2.250,0.2775,0.00541,0.00098,0.0007,0.1783,0.6865
2.500,0.3083,0.00551,0.00107,0.0008,0.1514,0.7138
2.750,0.3390,0.00562,0.00117,0.0010,0.1272,0.7409
3.000,0.3697,0.00574,0.00129,0.0013,0.1056,0.7675
3.250,0.4006,0.00584,0.00140,0.0015,0.0886,0.7931
3.500,0.4314,0.00597,0.00153,0.0018,0.0724,0.8175
3.750,0.4623,0.00609,0.00167,0.0021,0.0603,0.8407
4.000,0.4932,0.00620,0.00181,0.0025,0.0507,0.8633
4.250,0.5241,0.00633,0.00196,0.0029,0.0426,0.8834
4.500,0.5549,0.00647,0.00213,0.0035,0.0364,0.9027
4.750,0.5858,0.00660,0.00229,0.0040,0.0320,0.9196
5.000,0.6165,0.00675,0.00247,0.0046,0.0280,0.9349
5.250,0.6470,0.00692,0.00267,0.0053,0.0244,0.9480
5.500,0.6773,0.00710,0.00286,0.0062,0.0220,0.9597
5.750,0.7075,0.00728,0.00307,0.0071,0.0196,0.9701
6.000,0.7385,0.00750,0.00330,0.0078,0.0177,0.9784
6.250,0.7702,0.00772,0.00354,0.0085,0.0162,0.9855
6.500,0.8057,0.00797,0.00380,0.0084,0.0149,0.9895
6.750,0.8400,0.00826,0.00412,0.0087,0.0134,0.9935
7.250,0.9140,0.00886,0.00477,0.0082,0.0115,0.9965
7.500,0.9512,0.00925,0.00521,0.0081,0.0107,0.9976
7.750,0.9886,0.00961,0.00562,0.0080,0.0101,0.9987
8.000,1.0257,0.01003,0.00609,0.0081,0.0095,0.9997
8.250,1.0571,0.01049,0.00662,0.0094,0.0089,1.0000
8.500,1.0835,0.01103,0.00725,0.0116,0.0085,1.0000
8.750,1.1108,0.01158,0.00790,0.0138,0.0082,1.0000
9.000,1.1379,0.01225,0.00870,0.0160,0.0078,1.0000
9.250,1.1644,0.01311,0.00971,0.0183,0.0075,1.0000
9.500,1.1890,0.01422,0.01101,0.0207,0.0073,1.0000
9.750,1.2099,0.01571,0.01273,0.0235,0.0070,1.0000
10.000,1.2248,0.01773,0.01504,0.0266,0.0069,1.0000
10.250,1.2317,0.02036,0.01800,0.0300,0.0067,1.0000
10.500,1.2285,0.02362,0.02158,0.0336,0.0066,1.0000
