alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
------,--------,---------,---------,--------,--------,--------
-5.000,-0.6764,0.04005,0.03150,-0.0096,1.0000,0.2908
-4.750,-0.6726,0.03770,0.02908,-0.0059,1.0000,0.3079
-4.500,-0.6701,0.03540,0.02663,-0.0021,1.0000,0.3277
-4.250,-0.6556,0.03377,0.02502,0.0018,1.0000,0.3536
-4.000,-0.6420,0.03223,0.02348,0.0058,1.0000,0.3827
-3.750,-0.6288,0.03082,0.02204,0.0098,1.0000,0.4152
-3.500,-0.6085,0.02993,0.02127,0.0141,1.0000,0.4520
-3.250,-0.5926,0.02894,0.02029,0.0183,1.0000,0.4906
-3.000,-0.5711,0.02839,0.01984,0.0226,1.0000,0.5309
-2.750,-0.5493,0.02796,0.01948,0.0270,1.0000,0.5714
-2.500,-0.5285,0.02756,0.01913,0.0312,1.0000,0.6119
-2.250,-0.5085,0.02722,0.01879,0.0354,1.0000,0.6527
-2.000,-0.4809,0.02727,0.01890,0.0393,1.0000,0.6925
-1.750,-0.4535,0.02730,0.01894,0.0426,1.0000,0.7327
-1.500,-0.4243,0.02737,0.01898,0.0453,1.0000,0.7738
-1.250,-0.3851,0.02764,0.01921,0.0461,1.0000,0.8158
-1.000,-0.3247,0.02814,0.01963,0.0431,1.0000,0.8587
-0.750,-0.2400,0.02866,0.02003,0.0346,1.0000,0.9023
-0.500,-0.1350,0.02893,0.02020,0.0206,1.0000,0.9445
-0.250,-0.0310,0.02891,0.02014,0.0047,1.0000,0.9854
0.000,-0.0000,0.02883,0.02007,0.0000,1.0000,1.0000
0.250,0.0309,0.02891,0.02014,-0.0047,0.9854,1.0000
0.500,0.1350,0.02893,0.02020,-0.0206,0.9445,1.0000
0.750,0.2400,0.02866,0.02003,-0.0346,0.9023,1.0000
1.000,0.3246,0.02814,0.01962,-0.0431,0.8588,1.0000
1.250,0.3851,0.02763,0.01920,-0.0461,0.8158,1.0000
1.500,0.4242,0.02737,0.01898,-0.0453,0.7738,1.0000
1.750,0.4534,0.02730,0.01894,-0.0426,0.7328,1.0000
2.000,0.4808,0.02727,0.01890,-0.0393,0.6926,1.0000
2.250,0.5085,0.02721,0.01879,-0.0354,0.6528,1.0000
2.500,0.5284,0.02756,0.01913,-0.0312,0.6120,1.0000
2.750,0.5492,0.02795,0.01948,-0.0270,0.5714,1.0000
3.000,0.5711,0.02839,0.01983,-0.0226,0.5309,1.0000
3.250,0.5926,0.02894,0.02029,-0.0183,0.4906,1.0000
3.500,0.6084,0.02993,0.02127,-0.0141,0.4521,1.0000
3.750,0.6288,0.03081,0.02204,-0.0098,0.4152,1.0000
4.000,0.6420,0.03223,0.02347,-0.0058,0.3826,1.0000
4.250,0.6555,0.03377,0.02502,-0.0018,0.3536,1.0000
4.500,0.6700,0.03539,0.02662,0.0021,0.3277,1.0000
4.750,0.6726,0.03770,0.02908,0.0059,0.3079,1.0000
5.000,0.6765,0.04004,0.03150,0.0096,0.2908,1.0000
5.250,0.6747,0.04271,0.03427,0.0131,0.2770,1.0000
5.500,0.6686,0.04570,0.03735,0.0163,0.2663,1.0000
5.750,0.6674,0.04860,0.04028,0.0192,0.2557,1.0000
6.000,0.6407,0.05279,0.04457,0.0210,0.2514,1.0000
6.250,0.6408,0.05590,0.04767,0.0230,0.2423,1.0000
6.750,0.4887,0.05978,0.05193,0.0229,0.2532,1.0000
