alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
------,--------,---------,---------,--------,--------,--------
-5.000,-0.2202,0.10521,0.09720,-0.0133,0.9664,0.4314
-4.750,-0.2063,0.10160,0.09354,-0.0178,0.9518,0.4406
-4.500,-0.1638,0.09878,0.09071,-0.0226,0.9341,0.4524
-4.250,-0.1583,0.09541,0.08730,-0.0256,0.9201,0.4619
-4.000,-0.1152,0.09309,0.08496,-0.0295,0.9018,0.4743
-3.750,-0.0858,0.09045,0.08228,-0.0327,0.8857,0.4860
-3.500,-0.0786,0.08803,0.07984,-0.0335,0.8699,0.4966
-3.250,-0.0424,0.08629,0.07810,-0.0355,0.8517,0.5089
-3.000,-0.0662,0.08446,0.07625,-0.0321,0.8364,0.5176
-2.750,-0.0227,0.08331,0.07510,-0.0338,0.8177,0.5304
-2.500,-0.0203,0.08189,0.07367,-0.0319,0.8019,0.5409
-2.250,-0.0077,0.08045,0.07221,-0.0311,0.7871,0.5532
-2.000,0.0318,0.07902,0.07076,-0.0326,0.7710,0.5669
-1.750,-0.0137,0.07827,0.07000,-0.0248,0.7574,0.5753
-1.500,0.0187,0.07823,0.06999,-0.0241,0.7394,0.5875
-1.250,0.0044,0.07741,0.06916,-0.0194,0.7263,0.5981
-1.000,0.0235,0.07604,0.06775,-0.0184,0.7138,0.6131
-0.750,0.0278,0.07665,0.06840,-0.0144,0.6968,0.6230
-0.500,-0.0193,0.07618,0.06792,-0.0058,0.6866,0.6333
-0.250,0.0207,0.07623,0.06797,-0.0061,0.6711,0.6476
0.000,0.0001,0.07624,0.06799,-0.0000,0.6585,0.6585
0.250,-0.0208,0.07622,0.06796,0.0061,0.6477,0.6711
0.500,0.0193,0.07618,0.06791,0.0058,0.6334,0.6866
0.750,-0.0277,0.07665,0.06840,0.0144,0.6230,0.6968
1.250,-0.0045,0.07740,0.06915,0.0194,0.5981,0.7263
1.500,-0.0186,0.07822,0.06998,0.0241,0.5875,0.7394
1.750,0.0137,0.07826,0.07000,0.0248,0.5753,0.7574
2.000,-0.0322,0.07899,0.07073,0.0327,0.5669,0.7711
2.250,0.0076,0.08042,0.07218,0.0311,0.5532,0.7872
2.500,0.0202,0.08187,0.07365,0.0319,0.5409,0.8020
2.750,0.0229,0.08329,0.07508,0.0337,0.5304,0.8178
3.000,0.0665,0.08445,0.07623,0.0321,0.5176,0.8365
3.250,0.0428,0.08628,0.07808,0.0355,0.5089,0.8518
3.500,0.0789,0.08802,0.07983,0.0335,0.4966,0.8699
3.750,0.0853,0.09040,0.08223,0.0328,0.4861,0.8859
4.000,0.1152,0.09305,0.08491,0.0295,0.4744,0.9021
4.250,0.1578,0.09537,0.08726,0.0257,0.4620,0.9202
4.500,0.1640,0.09874,0.09067,0.0226,0.4525,0.9343
4.750,0.2066,0.10156,0.09350,0.0178,0.4406,0.9521
5.000,0.2206,0.10518,0.09717,0.0132,0.4314,0.9667
5.250,0.2603,0.10878,0.10081,0.0067,0.4202,0.9818
5.500,0.2926,0.11281,0.10489,-0.0003,0.4102,0.9958
5.750,0.3008,0.11488,0.10692,-0.0009,0.4031,1.0000
6.000,0.2814,0.11631,0.10830,0.0016,0.3995,1.0000
6.250,0.2688,0.11751,0.10943,0.0042,0.3951,1.0000
6.500,0.2702,0.11851,0.11034,0.0069,0.3894,1.0000
6.750,0.2578,0.11986,0.11161,0.0095,0.3859,1.0000
7.000,0.2396,0.12121,0.11288,0.0122,0.3832,1.0000
7.250,0.2072,0.12665,0.11927,0.0058,0.3992,1.0000
7.500,0.2174,0.12411,0.11561,0.0173,0.3782,1.0000
7.750,0.2123,0.12576,0.11716,0.0197,0.3755,1.0000
8.000,0.1648,0.13438,0.12695,0.0069,0.4790,1.0000
8.250,0.1485,0.13451,0.12705,0.0093,0.4760,1.0000
8.500,0.1410,0.13491,0.12739,0.0116,0.4681,1.0000
8.750,0.1705,0.13837,0.12948,0.0214,0.4570,1.0000
9.250,0.1760,0.14293,0.13385,0.0233,0.4499,1.0000
9.500,0.2046,0.14830,0.13913,0.0232,0.4424,1.0000
9.750,0.2024,0.15017,0.14091,0.0238,0.4411,1.0000
10.000,0.1997,0.15151,0.14217,0.0244,0.4347,1.0000
10.250,0.2222,0.15601,0.14661,0.0242,0.4256,1.0000
10.750,0.2324,0.16112,0.15155,0.0238,0.4149,1.0000
