alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
------,--------,---------,---------,--------,--------,--------
-5.000,-0.7367,0.00820,0.00373,-0.0149,0.7166,0.0805
-4.750,-0.6997,0.00799,0.00348,-0.0135,0.6978,0.0887
-4.500,-0.6629,0.00780,0.00325,-0.0122,0.6785,0.0983
-4.250,-0.6261,0.00761,0.00303,-0.0110,0.6592,0.1087
-4.000,-0.5893,0.00744,0.00283,-0.0098,0.6403,0.1198
-3.750,-0.5527,0.00728,0.00264,-0.0088,0.6213,0.1324
-3.500,-0.5159,0.00713,0.00247,-0.0078,0.6033,0.1454
-3.000,-0.4424,0.00687,0.00217,-0.0061,0.5668,0.1730
-2.750,-0.4055,0.00675,0.00205,-0.0054,0.5494,0.1878
-2.500,-0.3686,0.00664,0.00193,-0.0047,0.5324,0.2028
-2.250,-0.3318,0.00654,0.00183,-0.0041,0.5152,0.2183
-2.000,-0.2950,0.00645,0.00174,-0.0035,0.4980,0.2347
-1.750,-0.2583,0.00637,0.00166,-0.0029,0.4813,0.2515
-1.500,-0.2215,0.00630,0.00159,-0.0024,0.4645,0.2679
-1.250,-0.1846,0.00625,0.00154,-0.0020,0.4479,0.2842
-1.000,-0.1477,0.00620,0.00149,-0.0015,0.4313,0.3005
-0.750,-0.1108,0.00616,0.00146,-0.0011,0.4149,0.3172
-0.500,-0.0739,0.00614,0.00144,-0.0008,0.3985,0.3330
-0.250,-0.0369,0.00613,0.00142,-0.0004,0.3823,0.3496
0.000,0.0000,0.00612,0.00142,0.0000,0.3658,0.3658
0.250,0.0369,0.00613,0.00142,0.0004,0.3494,0.3822
0.500,0.0739,0.00614,0.00144,0.0008,0.3331,0.3985
0.750,0.1108,0.00616,0.00146,0.0011,0.3171,0.4152
1.000,0.1477,0.00620,0.00149,0.0015,0.3007,0.4314
1.250,0.1846,0.00625,0.00154,0.0020,0.2839,0.4479
1.500,0.2214,0.00631,0.00160,0.0025,0.2674,0.4644
1.750,0.2583,0.00637,0.00166,0.0029,0.2518,0.4812
2.000,0.2950,0.00646,0.00174,0.0035,0.2342,0.4983
2.250,0.3319,0.00654,0.00183,0.0041,0.2187,0.5152
2.500,0.3687,0.00664,0.00193,0.0047,0.2028,0.5323
2.750,0.4055,0.00675,0.00205,0.0054,0.1878,0.5495
3.000,0.4424,0.00687,0.00217,0.0061,0.1731,0.5668
3.500,0.5160,0.00713,0.00247,0.0078,0.1453,0.6030
3.750,0.5527,0.00728,0.00264,0.0088,0.1324,0.6215
4.000,0.5894,0.00744,0.00283,0.0098,0.1198,0.6404
4.250,0.6262,0.00762,0.00303,0.0109,0.1086,0.6592
4.500,0.6630,0.00780,0.00325,0.0122,0.0983,0.6784
4.750,0.6998,0.00800,0.00348,0.0135,0.0887,0.6976
5.000,0.7368,0.00820,0.00373,0.0149,0.0805,0.7164
5.250,0.7737,0.00841,0.00401,0.0164,0.0727,0.7359
5.500,0.8107,0.00863,0.00429,0.0181,0.0663,0.7557
5.750,0.8475,0.00886,0.00460,0.0198,0.0602,0.7755
6.000,0.8844,0.00911,0.00493,0.0218,0.0552,0.7953
6.250,0.9212,0.00939,0.00528,0.0238,0.0505,0.8143
6.500,0.9580,0.00967,0.00566,0.0261,0.0465,0.8329
6.750,0.9949,0.00996,0.00605,0.0285,0.0431,0.8511
7.000,1.0309,0.01029,0.00650,0.0311,0.0399,0.8691
7.500,1.1004,0.01106,0.00752,0.0374,0.0352,0.9045
