alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
------,--------,---------,---------,--------,--------,--------
-5.000,-0.6660,0.00787,0.00315,-0.0099,0.6446,0.1397
-4.750,-0.6336,0.00771,0.00298,-0.0090,0.6290,0.1490
-4.500,-0.6009,0.00757,0.00282,-0.0081,0.6134,0.1584
-4.000,-0.5349,0.00733,0.00255,-0.0067,0.5831,0.1771
-3.750,-0.5021,0.00720,0.00242,-0.0060,0.5691,0.1886
-3.500,-0.4692,0.00708,0.00230,-0.0054,0.5545,0.1998
-3.250,-0.4360,0.00699,0.00220,-0.0048,0.5395,0.2107
-3.000,-0.4026,0.00691,0.00211,-0.0043,0.5246,0.2213
-2.750,-0.3691,0.00682,0.00202,-0.0038,0.5121,0.2323
-2.500,-0.3360,0.00673,0.00194,-0.0033,0.4984,0.2452
-2.250,-0.3027,0.00666,0.00187,-0.0029,0.4842,0.2571
-1.750,-0.2353,0.00657,0.00176,-0.0022,0.4577,0.2793
-1.500,-0.2019,0.00651,0.00171,-0.0018,0.4446,0.2926
-1.250,-0.1685,0.00647,0.00167,-0.0014,0.4308,0.3052
-1.000,-0.1348,0.00645,0.00164,-0.0011,0.4172,0.3168
-0.750,-0.1008,0.00642,0.00162,-0.0009,0.4054,0.3283
-0.500,-0.0673,0.00639,0.00159,-0.0006,0.3928,0.3421
-0.250,-0.0339,0.00639,0.00159,-0.0002,0.3788,0.3549
0.000,0.0000,0.00640,0.00159,-0.0000,0.3665,0.3665
0.250,0.0339,0.00639,0.00159,0.0002,0.3548,0.3789
0.500,0.0673,0.00639,0.00159,0.0006,0.3420,0.3928
0.750,0.1008,0.00642,0.00162,0.0009,0.3283,0.4053
1.000,0.1348,0.00645,0.00164,0.0011,0.3171,0.4170
1.250,0.1685,0.00647,0.00167,0.0014,0.3053,0.4307
1.500,0.2019,0.00651,0.00171,0.0018,0.2926,0.4447
1.750,0.2353,0.00657,0.00176,0.0022,0.2791,0.4577
2.250,0.3027,0.00666,0.00187,0.0029,0.2570,0.4842
2.500,0.3360,0.00673,0.00194,0.0033,0.2449,0.4984
2.750,0.3692,0.00682,0.00202,0.0038,0.2322,0.5118
3.000,0.4026,0.00691,0.00211,0.0043,0.2212,0.5247
3.250,0.4361,0.00699,0.00220,0.0048,0.2107,0.5395
3.500,0.4692,0.00708,0.00230,0.0053,0.1998,0.5546
3.750,0.5022,0.00720,0.00242,0.0060,0.1885,0.5691
4.000,0.5350,0.00733,0.00255,0.0067,0.1771,0.5832
4.250,0.5681,0.00746,0.00269,0.0074,0.1677,0.5972
4.500,0.6011,0.00758,0.00282,0.0081,0.1584,0.6132
4.750,0.6338,0.00771,0.00298,0.0089,0.1491,0.6290
5.000,0.6662,0.00787,0.00315,0.0098,0.1397,0.6447
5.250,0.6984,0.00804,0.00334,0.0108,0.1307,0.6602
