alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
------,--------,---------,---------,--------,--------,--------
-5.000,-0.6131,0.05971,0.05127,0.0227,1.0000,0.4714
-4.750,-0.7148,0.05342,0.04491,0.0327,1.0000,0.4779
-4.500,-0.6895,0.05401,0.04557,0.0347,1.0000,0.4889
-4.250,-0.7542,0.04917,0.04057,0.0423,1.0000,0.4992
-4.000,-0.7214,0.05030,0.04182,0.0437,1.0000,0.5110
-3.750,-0.7300,0.04873,0.04022,0.0476,1.0000,0.5229
-3.500,-0.7507,0.04626,0.03761,0.0520,1.0000,0.5369
-3.250,-0.7237,0.04714,0.03862,0.0536,0.9999,0.5490
-3.000,-0.6685,0.04728,0.03871,0.0485,0.9853,0.5698
-2.750,-0.6152,0.04749,0.03889,0.0439,0.9700,0.5901
-2.500,-0.5625,0.04781,0.03918,0.0398,0.9547,0.6097
-2.250,-0.5090,0.04823,0.03957,0.0359,0.9389,0.6289
-2.000,-0.4564,0.04869,0.04003,0.0324,0.9229,0.6474
-1.750,-0.4043,0.04914,0.04046,0.0290,0.9065,0.6655
-1.500,-0.3568,0.04949,0.04080,0.0263,0.8900,0.6831
-1.250,-0.3117,0.04976,0.04106,0.0240,0.8733,0.7008
-1.000,-0.2697,0.04995,0.04124,0.0220,0.8569,0.7185
-0.750,-0.2255,0.05015,0.04142,0.0198,0.8406,0.7365
-0.500,-0.1734,0.05040,0.04166,0.0164,0.8245,0.7548
-0.250,-0.1025,0.05066,0.04190,0.0105,0.8085,0.7733
0.000,-0.0002,0.05068,0.04191,0.0000,0.7922,0.7922
0.250,0.1025,0.05065,0.04190,-0.0105,0.7733,0.8085
0.500,0.1735,0.05040,0.04166,-0.0165,0.7548,0.8245
0.750,0.2255,0.05015,0.04142,-0.0198,0.7365,0.8406
1.000,0.2697,0.04995,0.04124,-0.0220,0.7185,0.8569
1.250,0.3118,0.04975,0.04105,-0.0240,0.7008,0.8734
1.500,0.3569,0.04948,0.04080,-0.0263,0.6831,0.8900
1.750,0.4044,0.04913,0.04045,-0.0290,0.6655,0.9065
2.000,0.4565,0.04868,0.04001,-0.0324,0.6474,0.9229
2.250,0.5091,0.04821,0.03955,-0.0359,0.6289,0.9389
2.500,0.5626,0.04780,0.03916,-0.0398,0.6097,0.9547
2.750,0.6153,0.04748,0.03887,-0.0439,0.5901,0.9701
3.000,0.6686,0.04726,0.03869,-0.0485,0.5698,0.9853
3.250,0.7239,0.04713,0.03861,-0.0536,0.5490,1.0000
3.500,0.7508,0.04623,0.03758,-0.0520,0.5369,1.0000
3.750,0.7298,0.04873,0.04022,-0.0476,0.5230,1.0000
4.000,0.7214,0.05028,0.04180,-0.0437,0.5110,1.0000
4.250,0.7537,0.04918,0.04058,-0.0423,0.4992,1.0000
4.500,0.6896,0.05399,0.04554,-0.0347,0.4889,1.0000
4.750,0.7151,0.05338,0.04487,-0.0327,0.4779,1.0000
5.000,0.6136,0.05967,0.05122,-0.0227,0.4715,1.0000
5.250,0.6653,0.05774,0.04922,-0.0221,0.4598,1.0000
5.500,0.5251,0.06536,0.05680,-0.0103,0.4572,1.0000
6.000,0.4861,0.06929,0.06059,-0.0019,0.4412,1.0000
6.500,0.4035,0.07632,0.06746,0.0064,0.4280,1.0000
6.750,0.3932,0.07859,0.06966,0.0091,0.4208,1.0000
7.000,0.3630,0.08211,0.07310,0.0117,0.4147,1.0000
7.250,0.3919,0.08261,0.07357,0.0136,0.4048,1.0000
7.500,0.3538,0.08708,0.07797,0.0152,0.4006,1.0000
7.750,0.3419,0.09023,0.08106,0.0164,0.3951,1.0000
8.000,0.3621,0.09179,0.08259,0.0178,0.3860,1.0000
8.250,0.3402,0.09587,0.08663,0.0182,0.3830,1.0000
8.500,0.3299,0.09949,0.09022,0.0184,0.3802,1.0000
8.750,0.3277,0.10277,0.09348,0.0186,0.3767,1.0000
9.000,0.3314,0.10601,0.09671,0.0186,0.3740,1.0000
9.250,0.3163,0.11054,0.10122,0.0176,0.3803,1.0000
9.500,0.3459,0.11293,0.10359,0.0182,0.3691,1.0000
