alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
------,--------,---------,---------,--------,--------,--------
-5.000,-0.5787,0.00701,0.00220,-0.0011,0.6715,0.1655
-4.750,-0.5505,0.00689,0.00209,-0.0009,0.6571,0.1758
-4.500,-0.5221,0.00678,0.00199,-0.0007,0.6425,0.1860
-4.250,-0.4934,0.00669,0.00191,-0.0006,0.6280,0.1960
-4.000,-0.4646,0.00663,0.00183,-0.0005,0.6125,0.2046
-3.750,-0.4362,0.00654,0.00175,-0.0004,0.5968,0.2163
-3.500,-0.4075,0.00646,0.00167,-0.0003,0.5825,0.2279
-3.250,-0.3785,0.00639,0.00161,-0.0002,0.5692,0.2385
-3.000,-0.3495,0.00633,0.00155,-0.0002,0.5549,0.2480
-2.750,-0.3208,0.00627,0.00149,-0.0001,0.5403,0.2610
-2.500,-0.2919,0.00621,0.00144,-0.0000,0.5259,0.2729
-2.250,-0.2626,0.00616,0.00140,-0.0000,0.5132,0.2842
-2.000,-0.2335,0.00612,0.00136,-0.0000,0.4996,0.2950
-1.750,-0.2046,0.00608,0.00132,0.0000,0.4853,0.3083
-1.500,-0.1755,0.00605,0.00129,0.0001,0.4722,0.3210
-1.250,-0.1460,0.00603,0.00127,0.0000,0.4595,0.3316
-1.000,-0.1169,0.00600,0.00125,0.0000,0.4466,0.3440
-0.750,-0.0879,0.00598,0.00123,0.0001,0.4321,0.3575
-0.500,-0.0585,0.00597,0.00122,0.0000,0.4201,0.3696
-0.250,-0.0291,0.00597,0.00121,-0.0000,0.4078,0.3806
0.000,-0.0000,0.00596,0.00121,0.0000,0.3946,0.3947
0.250,0.0291,0.00597,0.00121,0.0000,0.3806,0.4078
0.500,0.0586,0.00597,0.00122,-0.0000,0.3696,0.4200
0.750,0.0879,0.00598,0.00123,-0.0001,0.3575,0.4320
1.000,0.1169,0.00600,0.00125,-0.0000,0.3442,0.4465
1.250,0.1460,0.00602,0.00127,-0.0000,0.3318,0.4596
1.500,0.1755,0.00605,0.00129,-0.0001,0.3207,0.4721
1.750,0.2046,0.00608,0.00132,-0.0000,0.3084,0.4852
2.000,0.2335,0.00612,0.00136,0.0000,0.2949,0.4996
2.250,0.2626,0.00616,0.00140,0.0000,0.2841,0.5132
2.500,0.2920,0.00621,0.00144,0.0000,0.2729,0.5254
2.750,0.3208,0.00627,0.00149,0.0001,0.2610,0.5399
3.000,0.3495,0.00633,0.00155,0.0002,0.2480,0.5550
3.250,0.3785,0.00639,0.00161,0.0002,0.2382,0.5693
3.500,0.4075,0.00646,0.00167,0.0003,0.2276,0.5827
3.750,0.4363,0.00654,0.00175,0.0004,0.2163,0.5968
4.000,0.4647,0.00663,0.00183,0.0005,0.2047,0.6125
4.250,0.4935,0.00670,0.00191,0.0006,0.1958,0.6280
4.500,0.5222,0.00678,0.00199,0.0007,0.1862,0.6424
4.750,0.5506,0.00689,0.00209,0.0009,0.1760,0.6572
5.000,0.5789,0.00701,0.00220,0.0010,0.1658,0.6714
5.250,0.6073,0.00709,0.00230,0.0012,0.1581,0.6882
5.500,0.6356,0.00720,0.00241,0.0014,0.1495,0.7038
5.750,0.6636,0.00732,0.00253,0.0016,0.1408,0.7195
6.000,0.6916,0.00746,0.00266,0.0019,0.1328,0.7344
6.250,0.7199,0.00757,0.00279,0.0021,0.1263,0.7495
6.500,0.7478,0.00771,0.00292,0.0024,0.1194,0.7646
6.750,0.7753,0.00786,0.00308,0.0027,0.1119,0.7808
7.000,0.8030,0.00799,0.00322,0.0030,0.1065,0.7961
7.250,0.8307,0.00813,0.00338,0.0034,0.1008,0.8106
7.500,0.8581,0.00830,0.00354,0.0037,0.0951,0.8241
7.750,0.8854,0.00846,0.00371,0.0041,0.0902,0.8382
8.000,0.9127,0.00862,0.00389,0.0045,0.0857,0.8525
8.250,0.9395,0.00880,0.00408,0.0050,0.0809,0.8654
8.500,0.9665,0.00898,0.00427,0.0055,0.0771,0.8771
8.750,0.9932,0.00916,0.00446,0.0060,0.0734,0.8899
9.000,1.0193,0.00937,0.00467,0.0066,0.0698,0.9015
9.250,1.0460,0.00956,0.00487,0.0072,0.0669,0.9115
9.750,1.0972,0.00998,0.00532,0.0087,0.0609,0.9322
10.000,1.1221,0.01024,0.00557,0.0095,0.0578,0.9411
10.250,1.1468,0.01044,0.00580,0.0104,0.0559,0.9505
10.500,1.1705,0.01072,0.00607,0.0115,0.0531,0.9586
10.750,1.1942,0.01094,0.00631,0.0126,0.0515,0.9670
11.000,1.2164,0.01122,0.00659,0.0140,0.0495,0.9746
11.250,1.2379,0.01148,0.00686,0.0155,0.0477,0.9821
11.500,1.2614,0.01177,0.00715,0.0165,0.0460,0.9885
11.750,1.2843,0.01213,0.00749,0.0176,0.0440,0.9938
12.000,1.3139,0.01246,0.00783,0.0173,0.0427,0.9957
12.250,1.3420,0.01286,0.00822,0.0172,0.0411,0.9975
12.500,1.3696,0.01326,0.00862,0.0172,0.0396,0.9991
12.750,1.3916,0.01363,0.00899,0.0182,0.0385,1.0000
13.000,1.4030,0.01401,0.00937,0.0213,0.0372,1.0000
13.250,1.4198,0.01443,0.00981,0.0232,0.0361,1.0000
13.500,1.4382,0.01486,0.01024,0.0248,0.0354,1.0000
13.750,1.4560,0.01535,0.01075,0.0264,0.0344,1.0000
14.000,1.4728,0.01593,0.01133,0.0280,0.0333,1.0000
14.250,1.4902,0.01650,0.01192,0.0295,0.0325,1.0000
14.500,1.5079,0.01709,0.01253,0.0308,0.0319,1.0000
14.750,1.5244,0.01777,0.01323,0.0322,0.0310,1.0000
15.000,1.5392,0.01857,0.01404,0.0336,0.0301,1.0000
