alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
------,--------,---------,---------,--------,--------,--------
-5.000,-0.7224,0.01086,0.00660,-0.0515,0.5481,0.1423
-4.750,-0.6861,0.01048,0.00615,-0.0487,0.5344,0.1491
-4.500,-0.6514,0.01009,0.00570,-0.0458,0.5212,0.1574
-4.250,-0.6156,0.00975,0.00530,-0.0429,0.5095,0.1652
-3.750,-0.5438,0.00920,0.00465,-0.0373,0.4841,0.1817
-3.500,-0.5082,0.00894,0.00436,-0.0345,0.4733,0.1901
-3.250,-0.4726,0.00876,0.00413,-0.0317,0.4600,0.1982
-3.000,-0.4409,0.00858,0.00393,-0.0283,0.4503,0.2071
-2.750,-0.4117,0.00847,0.00379,-0.0244,0.4391,0.2157
-2.500,-0.3789,0.00839,0.00367,-0.0212,0.4274,0.2236
-2.250,-0.3433,0.00825,0.00352,-0.0185,0.4174,0.2337
-2.000,-0.3063,0.00818,0.00342,-0.0161,0.4050,0.2426
-1.750,-0.2686,0.00809,0.00332,-0.0139,0.3956,0.2518
-1.500,-0.2315,0.00801,0.00323,-0.0116,0.3844,0.2622
-1.250,-0.1927,0.00798,0.00317,-0.0097,0.3733,0.2705
-1.000,-0.1548,0.00791,0.00310,-0.0076,0.3634,0.2816
-0.750,-0.1166,0.00789,0.00306,-0.0056,0.3518,0.2914
-0.500,-0.0772,0.00786,0.00303,-0.0038,0.3422,0.3006
-0.250,-0.0390,0.00783,0.00301,-0.0018,0.3320,0.3118
0.000,0.0000,0.00785,0.00301,-0.0000,0.3208,0.3208
0.250,0.0390,0.00783,0.00301,0.0018,0.3118,0.3320
0.500,0.0772,0.00786,0.00303,0.0038,0.3005,0.3423
0.750,0.1166,0.00789,0.00306,0.0056,0.2914,0.3518
1.000,0.1548,0.00791,0.00310,0.0076,0.2816,0.3634
1.250,0.1927,0.00798,0.00317,0.0097,0.2704,0.3735
1.500,0.2316,0.00801,0.00323,0.0116,0.2623,0.3843
1.750,0.2687,0.00809,0.00332,0.0139,0.2519,0.3955
2.000,0.3065,0.00818,0.00342,0.0161,0.2427,0.4050
2.250,0.3434,0.00825,0.00352,0.0185,0.2337,0.4173
2.500,0.3790,0.00839,0.00367,0.0212,0.2235,0.4274
2.750,0.4120,0.00847,0.00379,0.0244,0.2157,0.4389
3.000,0.4411,0.00859,0.00393,0.0283,0.2070,0.4503
3.250,0.4728,0.00876,0.00413,0.0317,0.1982,0.4601
3.500,0.5085,0.00894,0.00436,0.0345,0.1901,0.4734
3.750,0.5441,0.00920,0.00465,0.0373,0.1815,0.4841
4.000,0.5795,0.00947,0.00497,0.0401,0.1729,0.4964
4.250,0.6160,0.00975,0.00530,0.0429,0.1652,0.5095
4.500,0.6519,0.01009,0.00569,0.0457,0.1574,0.5212
4.750,0.6866,0.01048,0.00614,0.0486,0.1492,0.5345
5.000,0.7229,0.01086,0.00660,0.0515,0.1422,0.5481
5.250,0.7583,0.01133,0.00714,0.0544,0.1349,0.5614
5.500,0.7932,0.01186,0.00775,0.0574,0.1282,0.5743
6.000,0.8631,0.01307,0.00915,0.0633,0.1153,0.6040
6.250,0.8969,0.01382,0.01000,0.0663,0.1095,0.6182
6.500,0.9299,0.01466,0.01096,0.0694,0.1040,0.6336
7.000,0.9923,0.01675,0.01332,0.0756,0.0954,0.6668
