alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
------,--------,---------,---------,--------,--------,--------
-5.000,-0.5954,0.04015,0.03114,-0.0117,1.0000,0.1175
-4.750,-0.5718,0.03621,0.02662,-0.0114,1.0000,0.1170
-4.500,-0.5456,0.03275,0.02250,-0.0107,1.0000,0.1197
-4.250,-0.5186,0.02987,0.01925,-0.0099,1.0000,0.1305
-4.000,-0.4888,0.02706,0.01609,-0.0089,1.0000,0.1399
-3.750,-0.4577,0.02465,0.01331,-0.0077,1.0000,0.1577
-3.500,-0.4274,0.02238,0.01115,-0.0065,1.0000,0.1933
-3.250,-0.3997,0.01982,0.00919,-0.0053,1.0000,0.2797
-3.000,-0.3968,0.01646,0.00840,0.0027,1.0000,0.6527
-2.750,-0.2399,0.01690,0.00773,-0.0101,1.0000,1.0000
-2.500,-0.2209,0.01625,0.00678,-0.0100,1.0000,1.0000
-2.250,-0.2005,0.01577,0.00602,-0.0095,1.0000,1.0000
-2.000,-0.1791,0.01541,0.00541,-0.0087,1.0000,1.0000
-1.750,-0.1573,0.01514,0.00489,-0.0079,1.0000,1.0000
-1.500,-0.1351,0.01493,0.00449,-0.0069,1.0000,1.0000
-1.250,-0.1127,0.01477,0.00417,-0.0059,1.0000,1.0000
-1.000,-0.0901,0.01464,0.00392,-0.0048,1.0000,1.0000
-0.750,-0.0676,0.01455,0.00374,-0.0037,1.0000,1.0000
-0.500,-0.0451,0.01449,0.00359,-0.0025,1.0000,1.0000
-0.250,-0.0225,0.01446,0.00351,-0.0012,1.0000,1.0000
0.000,-0.0000,0.01444,0.00349,0.0000,1.0000,1.0000
0.250,0.0225,0.01446,0.00351,0.0012,1.0000,1.0000
0.500,0.0451,0.01449,0.00359,0.0025,1.0000,1.0000
0.750,0.0676,0.01455,0.00373,0.0037,1.0000,1.0000
1.000,0.0901,0.01464,0.00392,0.0048,1.0000,1.0000
1.250,0.1127,0.01477,0.00417,0.0059,1.0000,1.0000
1.500,0.1351,0.01493,0.00449,0.0069,1.0000,1.0000
1.750,0.1573,0.01514,0.00489,0.0079,1.0000,1.0000
2.000,0.1791,0.01541,0.00541,0.0087,1.0000,1.0000
2.250,0.2005,0.01577,0.00602,0.0095,1.0000,1.0000
2.500,0.2209,0.01625,0.00677,0.0100,1.0000,1.0000
2.750,0.2399,0.01690,0.00773,0.0101,1.0000,1.0000
3.000,0.3968,0.01646,0.00840,-0.0027,0.6527,1.0000
3.250,0.3997,0.01982,0.00919,0.0053,0.2797,1.0000
3.500,0.4273,0.02238,0.01115,0.0065,0.1933,1.0000
3.750,0.4577,0.02465,0.01331,0.0077,0.1576,1.0000
4.000,0.4888,0.02706,0.01609,0.0089,0.1398,1.0000
4.250,0.5186,0.02986,0.01924,0.0099,0.1304,1.0000
4.500,0.5456,0.03275,0.02250,0.0107,0.1197,1.0000
4.750,0.5718,0.03621,0.02661,0.0114,0.1170,1.0000
5.000,0.5954,0.04014,0.03113,0.0117,0.1175,1.0000
5.250,0.6163,0.04444,0.03591,0.0117,0.1194,1.0000
5.500,0.6345,0.04893,0.04078,0.0114,0.1207,1.0000
5.750,0.6502,0.05358,0.04574,0.0108,0.1215,1.0000
6.000,0.6583,0.05933,0.05207,0.0072,0.1297,1.0000
6.250,0.6718,0.06431,0.05711,0.0066,0.1335,1.0000
6.500,0.6717,0.07141,0.06455,-0.0010,0.1546,1.0000
6.750,0.5629,0.07453,0.06815,-0.0187,0.3007,1.0000
7.000,0.6408,0.09155,0.08478,-0.0426,0.4018,1.0000
7.250,0.6464,0.09560,0.08878,-0.0423,0.3869,1.0000
7.500,0.6481,0.09888,0.09202,-0.0416,0.3662,1.0000
8.000,0.6691,0.10762,0.10071,-0.0396,0.3271,1.0000
8.500,0.5580,0.10623,0.09957,-0.0270,0.3150,1.0000
8.750,0.6679,0.11774,0.11067,-0.0407,0.2869,1.0000
9.000,0.6727,0.12170,0.11461,-0.0410,0.2754,1.0000
9.250,0.5569,0.11694,0.11018,-0.0268,0.2771,1.0000
9.500,0.5664,0.12149,0.11472,-0.0266,0.2662,1.0000
10.000,0.6903,0.13718,0.13001,-0.0430,0.2334,1.0000
10.250,0.6925,0.14086,0.13365,-0.0440,0.2251,1.0000
10.750,0.7126,0.15041,0.14317,-0.0444,0.2055,1.0000
11.000,0.7118,0.15299,0.14572,-0.0459,0.1961,1.0000
11.250,0.7129,0.15630,0.14897,-0.0475,0.1894,1.0000
11.500,0.7269,0.16190,0.15457,-0.0475,0.1812,1.0000
12.000,0.5692,0.15266,0.14577,-0.0300,0.1855,1.0000
12.500,0.5898,0.16219,0.15529,-0.0302,0.1698,1.0000
12.750,0.5738,0.16071,0.15379,-0.0315,0.1671,1.0000
13.000,0.5771,0.16336,0.15646,-0.0318,0.1602,1.0000
13.500,0.7726,0.19081,0.18336,-0.0601,0.1378,1.0000
