alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
------,--------,---------,---------,--------,--------,--------
-5.000,-0.5414,0.05395,0.04570,-0.0171,1.0000,0.3117
-4.500,-0.5120,0.03884,0.03124,-0.0114,1.0000,0.3419
-4.250,-0.5817,0.04527,0.03715,-0.0066,1.0000,0.3477
-4.000,-0.5891,0.04292,0.03481,-0.0022,1.0000,0.3644
-3.750,-0.5970,0.04063,0.03251,0.0025,1.0000,0.3822
-3.500,-0.6085,0.03833,0.03016,0.0074,1.0000,0.4012
-3.250,-0.5989,0.03689,0.02874,0.0124,1.0000,0.4276
-3.000,-0.5912,0.03550,0.02736,0.0175,1.0000,0.4561
-2.750,-0.5826,0.03423,0.02607,0.0225,1.0000,0.4866
-2.500,-0.5741,0.03305,0.02487,0.0273,1.0000,0.5190
-2.250,-0.5529,0.03252,0.02439,0.0322,1.0000,0.5548
-2.000,-0.5379,0.03181,0.02367,0.0368,1.0000,0.5908
-1.750,-0.5166,0.03144,0.02332,0.0412,1.0000,0.6280
-1.500,-0.4981,0.03105,0.02292,0.0453,1.0000,0.6661
-1.250,-0.4711,0.03104,0.02293,0.0488,1.0000,0.7046
-1.000,-0.4473,0.03095,0.02283,0.0519,1.0000,0.7442
-0.750,-0.4153,0.03113,0.02300,0.0537,1.0000,0.7854
-0.500,-0.3692,0.03162,0.02346,0.0528,1.0000,0.8282
-0.250,-0.2215,0.03305,0.02474,0.0338,0.9787,0.8840
0.000,-0.0001,0.03384,0.02543,0.0000,0.9373,0.9373
0.250,0.2215,0.03305,0.02474,-0.0338,0.8841,0.9787
0.500,0.3691,0.03162,0.02346,-0.0528,0.8283,1.0000
0.750,0.4153,0.03113,0.02300,-0.0537,0.7854,1.0000
1.000,0.4472,0.03095,0.02283,-0.0519,0.7443,1.0000
1.250,0.4711,0.03103,0.02292,-0.0488,0.7046,1.0000
1.500,0.4981,0.03104,0.02292,-0.0453,0.6661,1.0000
1.750,0.5166,0.03144,0.02332,-0.0412,0.6281,1.0000
2.000,0.5378,0.03180,0.02367,-0.0368,0.5909,1.0000
2.250,0.5528,0.03251,0.02438,-0.0322,0.5548,1.0000
2.500,0.5741,0.03305,0.02486,-0.0273,0.5189,1.0000
2.750,0.5826,0.03423,0.02607,-0.0225,0.4866,1.0000
3.000,0.5912,0.03549,0.02735,-0.0175,0.4561,1.0000
3.250,0.5989,0.03688,0.02873,-0.0124,0.4277,1.0000
3.500,0.6084,0.03833,0.03015,-0.0074,0.4011,1.0000
3.750,0.5970,0.04062,0.03250,-0.0025,0.3821,1.0000
4.000,0.5891,0.04291,0.03480,0.0022,0.3644,1.0000
4.250,0.5819,0.04526,0.03713,0.0066,0.3477,1.0000
4.500,0.5657,0.04811,0.03996,0.0105,0.3354,1.0000
4.750,0.5518,0.05103,0.04283,0.0139,0.3234,1.0000
5.000,0.5415,0.05395,0.04570,0.0171,0.3117,1.0000
5.250,0.5376,0.05687,0.04856,0.0197,0.2998,1.0000
