alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
------,--------,---------,---------,--------,--------,--------
-5.000,-0.6594,0.03225,0.02234,-0.0095,1.0000,0.2218
-4.750,-0.6370,0.03012,0.02022,-0.0073,1.0000,0.2450
-4.500,-0.6153,0.02809,0.01809,-0.0050,1.0000,0.2751
-4.250,-0.5930,0.02637,0.01650,-0.0024,1.0000,0.3154
-4.000,-0.5717,0.02491,0.01530,0.0007,1.0000,0.3675
-3.750,-0.5514,0.02372,0.01442,0.0044,1.0000,0.4315
-3.500,-0.5316,0.02286,0.01387,0.0086,1.0000,0.5026
-3.250,-0.5113,0.02230,0.01357,0.0134,1.0000,0.5741
-3.000,-0.4892,0.02205,0.01352,0.0185,1.0000,0.6414
-2.750,-0.4648,0.02203,0.01357,0.0235,1.0000,0.7041
-2.500,-0.4329,0.02226,0.01381,0.0277,1.0000,0.7634
-2.250,-0.3855,0.02268,0.01408,0.0290,1.0000,0.8219
-2.000,-0.3072,0.02315,0.01423,0.0241,1.0000,0.8797
-1.750,-0.1809,0.02312,0.01373,0.0085,1.0000,0.9334
-1.500,-0.0687,0.02219,0.01250,-0.0074,1.0000,0.9776
-1.250,-0.0007,0.02110,0.01130,-0.0167,1.0000,1.0000
-1.000,0.0060,0.02053,0.01076,-0.0148,1.0000,1.0000
-0.750,0.0093,0.02010,0.01037,-0.0121,1.0000,1.0000
-0.500,0.0090,0.01980,0.01010,-0.0086,1.0000,1.0000
-0.250,0.0057,0.01961,0.00995,-0.0045,1.0000,1.0000
0.000,0.0000,0.01955,0.00990,-0.0000,1.0000,1.0000
0.250,-0.0057,0.01961,0.00995,0.0045,1.0000,1.0000
0.500,-0.0090,0.01980,0.01010,0.0086,1.0000,1.0000
0.750,-0.0093,0.02010,0.01037,0.0121,1.0000,1.0000
1.000,-0.0060,0.02053,0.01076,0.0148,1.0000,1.0000
1.250,0.0007,0.02109,0.01130,0.0167,1.0000,1.0000
1.500,0.0687,0.02219,0.01250,0.0074,0.9776,1.0000
1.750,0.1810,0.02312,0.01373,-0.0085,0.9334,1.0000
2.000,0.3072,0.02315,0.01422,-0.0241,0.8797,1.0000
2.250,0.3855,0.02267,0.01408,-0.0290,0.8219,1.0000
2.500,0.4329,0.02226,0.01381,-0.0277,0.7634,1.0000
2.750,0.4647,0.02203,0.01357,-0.0235,0.7042,1.0000
3.000,0.4891,0.02205,0.01352,-0.0185,0.6414,1.0000
3.250,0.5113,0.02230,0.01357,-0.0134,0.5741,1.0000
3.500,0.5316,0.02286,0.01387,-0.0086,0.5027,1.0000
3.750,0.5514,0.02372,0.01442,-0.0044,0.4315,1.0000
4.000,0.5716,0.02491,0.01530,-0.0007,0.3676,1.0000
4.250,0.5930,0.02637,0.01649,0.0024,0.3154,1.0000
4.500,0.6153,0.02809,0.01808,0.0050,0.2752,1.0000
4.750,0.6369,0.03012,0.02021,0.0073,0.2451,1.0000
5.000,0.6594,0.03225,0.02234,0.0095,0.2219,1.0000
5.250,0.6772,0.03490,0.02532,0.0115,0.2054,1.0000
5.500,0.6935,0.03772,0.02840,0.0135,0.1926,1.0000
5.750,0.7097,0.04064,0.03147,0.0155,0.1821,1.0000
6.000,0.7111,0.04444,0.03580,0.0171,0.1761,1.0000
6.250,0.7220,0.04779,0.03930,0.0187,0.1699,1.0000
6.500,0.7163,0.05212,0.04395,0.0195,0.1675,1.0000
6.750,0.7049,0.05673,0.04882,0.0197,0.1661,1.0000
7.000,0.6904,0.06157,0.05380,0.0190,0.1654,1.0000
