alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
------,--------,---------,---------,--------,--------,--------
-5.000,-0.5859,0.00654,0.00220,-0.0030,0.9376,0.0322
-4.750,-0.5571,0.00641,0.00205,-0.0025,0.9229,0.0364
-4.500,-0.5282,0.00628,0.00190,-0.0021,0.9069,0.0424
-4.250,-0.4990,0.00615,0.00176,-0.0018,0.8890,0.0496
-4.000,-0.4699,0.00603,0.00163,-0.0015,0.8685,0.0590
-3.750,-0.4406,0.00592,0.00150,-0.0012,0.8478,0.0694
-3.250,-0.3822,0.00570,0.00127,-0.0008,0.7993,0.1004
-3.000,-0.3529,0.00560,0.00117,-0.0006,0.7742,0.1177
-2.750,-0.3236,0.00549,0.00107,-0.0005,0.7483,0.1402
-2.500,-0.2943,0.00539,0.00098,-0.0004,0.7226,0.1631
-2.250,-0.2649,0.00530,0.00090,-0.0003,0.6956,0.1886
-2.000,-0.2357,0.00521,0.00083,-0.0002,0.6683,0.2175
-1.750,-0.2063,0.00514,0.00077,-0.0001,0.6402,0.2449
-1.500,-0.1769,0.00507,0.00072,-0.0001,0.6131,0.2733
-1.250,-0.1474,0.00501,0.00068,-0.0001,0.5864,0.3023
-1.000,-0.1180,0.00497,0.00064,-0.0000,0.5579,0.3307
-0.750,-0.0885,0.00493,0.00062,-0.0000,0.5305,0.3595
-0.500,-0.0590,0.00490,0.00060,-0.0000,0.5036,0.3889
-0.250,-0.0295,0.00488,0.00058,-0.0000,0.4748,0.4183
0.000,0.0000,0.00488,0.00058,-0.0000,0.4466,0.4464
0.250,0.0295,0.00488,0.00058,-0.0000,0.4184,0.4750
0.500,0.0590,0.00490,0.00060,0.0000,0.3889,0.5033
0.750,0.0885,0.00493,0.00062,0.0000,0.3601,0.5305
1.000,0.1180,0.00497,0.00064,0.0000,0.3311,0.5584
1.250,0.1475,0.00502,0.00068,0.0001,0.3024,0.5854
1.500,0.1769,0.00507,0.00072,0.0001,0.2728,0.6139
1.750,0.2064,0.00513,0.00077,0.0001,0.2461,0.6408
2.000,0.2357,0.00521,0.00083,0.0002,0.2178,0.6681
2.250,0.2651,0.00530,0.00090,0.0003,0.1900,0.6953
2.500,0.2943,0.00539,0.00098,0.0004,0.1632,0.7222
2.750,0.3236,0.00550,0.00107,0.0005,0.1388,0.7485
3.000,0.3529,0.00560,0.00117,0.0006,0.1174,0.7751
3.250,0.3822,0.00571,0.00127,0.0008,0.0988,0.8000
3.500,0.4115,0.00582,0.00139,0.0010,0.0818,0.8246
3.750,0.4408,0.00592,0.00150,0.0012,0.0695,0.8474
4.000,0.4701,0.00603,0.00163,0.0014,0.0590,0.8685
4.250,0.4992,0.00615,0.00176,0.0018,0.0497,0.8888
4.500,0.5283,0.00628,0.00190,0.0021,0.0424,0.9070
4.750,0.5573,0.00641,0.00205,0.0025,0.0364,0.9229
5.000,0.5861,0.00654,0.00220,0.0029,0.0322,0.9378
5.250,0.6149,0.00669,0.00236,0.0034,0.0286,0.9503
5.500,0.6433,0.00686,0.00253,0.0040,0.0246,0.9615
5.750,0.6716,0.00701,0.00269,0.0047,0.0227,0.9715
6.000,0.7007,0.00720,0.00289,0.0051,0.0201,0.9793
6.250,0.7305,0.00738,0.00306,0.0055,0.0187,0.9859
6.500,0.7632,0.00761,0.00329,0.0052,0.0166,0.9898
6.750,0.7952,0.00781,0.00349,0.0051,0.0157,0.9936
7.000,0.8286,0.00807,0.00375,0.0047,0.0141,0.9956
7.250,0.8635,0.00832,0.00400,0.0040,0.0132,0.9965
7.500,0.8981,0.00857,0.00426,0.0034,0.0124,0.9974
7.750,0.9322,0.00887,0.00457,0.0029,0.0114,0.9985
8.000,0.9664,0.00918,0.00490,0.0025,0.0107,0.9994
8.250,1.0004,0.00947,0.00521,0.0022,0.0102,1.0000
8.500,1.0261,0.00975,0.00551,0.0036,0.0097,1.0000
8.750,1.0521,0.01009,0.00587,0.0049,0.0090,1.0000
9.000,1.0781,0.01048,0.00631,0.0063,0.0085,1.0000
9.250,1.1054,0.01080,0.00667,0.0075,0.0083,1.0000
9.500,1.1331,0.01117,0.00707,0.0086,0.0080,1.0000
9.750,1.1609,0.01157,0.00752,0.0097,0.0077,1.0000
10.000,1.1886,0.01201,0.00801,0.0108,0.0073,1.0000
10.250,1.2159,0.01253,0.00858,0.0120,0.0070,1.0000
10.500,1.2415,0.01325,0.00941,0.0134,0.0066,1.0000
10.750,1.2687,0.01380,0.01003,0.0147,0.0065,1.0000
11.000,1.2952,0.01442,0.01073,0.0160,0.0063,1.0000
11.250,1.3209,0.01512,0.01154,0.0175,0.0061,1.0000
11.500,1.3461,0.01587,0.01238,0.0190,0.0059,1.0000
11.750,1.3700,0.01672,0.01334,0.0207,0.0057,1.0000
12.000,1.3923,0.01770,0.01444,0.0225,0.0056,1.0000
12.250,1.4127,0.01880,0.01568,0.0245,0.0054,1.0000
12.500,1.4304,0.02009,0.01712,0.0267,0.0053,1.0000
12.750,1.4439,0.02162,0.01882,0.0292,0.0052,1.0000
13.000,1.4510,0.02350,0.02090,0.0321,0.0051,1.0000
13.250,1.4461,0.02559,0.02318,0.0362,0.0050,1.0000
13.500,1.3634,0.01545,0.01319,0.0434,0.0050,1.0000
14.000,1.4114,0.03505,0.03316,0.0412,0.0049,1.0000
14.500,1.3800,0.04605,0.04445,0.0347,0.0048,1.0000
15.000,1.3347,0.06195,0.06057,0.0226,0.0048,1.0000
