alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
------,--------,---------,---------,--------,--------,--------
-5.000,-0.5701,0.00652,0.00239,-0.0001,1.0000,0.0048
-4.750,-0.5424,0.00634,0.00221,0.0002,1.0000,0.0051
-4.500,-0.5149,0.00620,0.00207,0.0005,1.0000,0.0053
-4.250,-0.4880,0.00592,0.00176,0.0010,1.0000,0.0071
-4.000,-0.4567,0.00576,0.00161,0.0005,0.9989,0.0080
-3.750,-0.4237,0.00562,0.00147,-0.0005,0.9968,0.0091
-3.250,-0.3588,0.00529,0.00118,-0.0022,0.9867,0.0159
-3.000,-0.3287,0.00516,0.00107,-0.0025,0.9753,0.0206
-2.500,-0.2757,0.00494,0.00086,-0.0013,0.9342,0.0452
-2.250,-0.2489,0.00486,0.00076,-0.0008,0.9048,0.0637
-2.000,-0.2218,0.00474,0.00066,-0.0005,0.8728,0.0986
-1.750,-0.1945,0.00463,0.00057,-0.0003,0.8361,0.1409
-1.500,-0.1669,0.00452,0.00050,-0.0002,0.7958,0.1882
-1.250,-0.1392,0.00442,0.00043,-0.0001,0.7526,0.2432
-1.000,-0.1115,0.00433,0.00038,-0.0000,0.7084,0.2982
-0.750,-0.0835,0.00429,0.00034,-0.0000,0.6618,0.3459
-0.500,-0.0557,0.00424,0.00032,0.0000,0.6127,0.4018
-0.250,-0.0279,0.00420,0.00030,0.0000,0.5640,0.4591
0.000,-0.0000,0.00420,0.00030,-0.0000,0.5102,0.5108
0.250,0.0278,0.00420,0.00030,-0.0000,0.4570,0.5656
0.500,0.0558,0.00423,0.00032,-0.0000,0.4058,0.6131
0.750,0.0836,0.00429,0.00034,-0.0000,0.3476,0.6615
1.000,0.1115,0.00433,0.00038,0.0000,0.2991,0.7069
1.250,0.1392,0.00444,0.00043,0.0001,0.2367,0.7526
1.500,0.1669,0.00452,0.00050,0.0002,0.1888,0.7954
1.750,0.1944,0.00465,0.00057,0.0003,0.1368,0.8351
2.000,0.2218,0.00474,0.00066,0.0005,0.0985,0.8726
2.250,0.2489,0.00486,0.00076,0.0008,0.0632,0.9051
2.500,0.2756,0.00494,0.00086,0.0013,0.0452,0.9344
2.750,0.3018,0.00504,0.00096,0.0020,0.0298,0.9575
3.000,0.3287,0.00516,0.00107,0.0025,0.0206,0.9755
3.250,0.3588,0.00530,0.00118,0.0022,0.0156,0.9867
3.750,0.4236,0.00562,0.00147,0.0005,0.0091,0.9968
4.000,0.4568,0.00576,0.00161,-0.0005,0.0081,0.9989
4.250,0.4881,0.00592,0.00176,-0.0010,0.0071,1.0000
4.500,0.5150,0.00619,0.00207,-0.0005,0.0053,1.0000
4.750,0.5424,0.00634,0.00220,-0.0002,0.0051,1.0000
5.000,0.5701,0.00652,0.00240,0.0001,0.0048,1.0000
5.250,0.5978,0.00674,0.00264,0.0004,0.0045,1.0000
5.500,0.6257,0.00697,0.00288,0.0007,0.0042,1.0000
5.750,0.6536,0.00722,0.00314,0.0010,0.0039,1.0000
6.000,0.6812,0.00760,0.00358,0.0014,0.0033,1.0000
6.250,0.7084,0.00810,0.00417,0.0018,0.0030,1.0000
6.500,0.7364,0.00838,0.00447,0.0021,0.0029,1.0000
6.750,0.7642,0.00869,0.00481,0.0024,0.0027,1.0000
7.000,0.7916,0.00919,0.00538,0.0028,0.0026,1.0000
7.250,0.8184,0.00983,0.00613,0.0033,0.0025,1.0000
7.500,0.8447,0.01064,0.00707,0.0039,0.0024,1.0000
7.750,0.8705,0.01159,0.00818,0.0046,0.0023,1.0000
8.000,0.8954,0.01280,0.00958,0.0053,0.0022,1.0000
8.250,0.9191,0.01430,0.01130,0.0061,0.0022,1.0000
8.500,0.9410,0.01626,0.01353,0.0071,0.0021,1.0000
8.750,0.9609,0.01867,0.01623,0.0081,0.0021,1.0000
9.000,0.9744,0.02260,0.02056,0.0093,0.0020,1.0000
