alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
------,--------,---------,---------,--------,--------,--------
-5.000,-0.7777,0.04233,0.03337,0.0405,1.0000,0.5036
-4.750,-0.7840,0.04077,0.03169,0.0442,1.0000,0.5177
-4.500,-0.7581,0.04144,0.03251,0.0457,1.0000,0.5295
-4.250,-0.7515,0.04074,0.03181,0.0484,1.0000,0.5429
-4.000,-0.7490,0.03973,0.03073,0.0512,1.0000,0.5578
-3.750,-0.7328,0.03985,0.03093,0.0531,1.0000,0.5713
-3.500,-0.7190,0.03978,0.03090,0.0552,1.0000,0.5848
-3.250,-0.7102,0.03931,0.03042,0.0574,1.0000,0.5999
-3.000,-0.7022,0.03878,0.02987,0.0595,1.0000,0.6161
-2.750,-0.6872,0.03896,0.03011,0.0614,1.0000,0.6307
-2.500,-0.6366,0.03973,0.03088,0.0569,0.9870,0.6513
-2.250,-0.5846,0.04056,0.03171,0.0525,0.9718,0.6718
-2.000,-0.5331,0.04148,0.03265,0.0485,0.9566,0.6911
-1.750,-0.4797,0.04250,0.03368,0.0445,0.9410,0.7095
-1.500,-0.4256,0.04353,0.03472,0.0406,0.9254,0.7272
-1.250,-0.3698,0.04452,0.03571,0.0364,0.9094,0.7447
-1.000,-0.3134,0.04540,0.03658,0.0320,0.8934,0.7619
-0.750,-0.2547,0.04618,0.03735,0.0272,0.8773,0.7791
-0.500,-0.1904,0.04686,0.03802,0.0214,0.8614,0.7964
-0.250,-0.1127,0.04741,0.03855,0.0134,0.8460,0.8138
0.000,-0.0001,0.04756,0.03869,0.0000,0.8312,0.8312
0.250,0.1126,0.04741,0.03855,-0.0134,0.8138,0.8460
0.500,0.1905,0.04686,0.03802,-0.0214,0.7964,0.8614
0.750,0.2547,0.04617,0.03735,-0.0272,0.7791,0.8773
1.000,0.3135,0.04539,0.03658,-0.0320,0.7619,0.8934
1.250,0.3698,0.04451,0.03570,-0.0364,0.7446,0.9094
1.500,0.4256,0.04352,0.03471,-0.0406,0.7273,0.9254
1.750,0.4797,0.04249,0.03367,-0.0445,0.7096,0.9410
2.000,0.5331,0.04147,0.03264,-0.0485,0.6911,0.9566
2.250,0.5846,0.04055,0.03170,-0.0525,0.6718,0.9719
2.500,0.6366,0.03971,0.03087,-0.0569,0.6513,0.9870
2.750,0.6871,0.03894,0.03009,-0.0614,0.6308,1.0000
3.000,0.7020,0.03877,0.02986,-0.0595,0.6161,1.0000
3.250,0.7100,0.03930,0.03042,-0.0574,0.6000,1.0000
3.500,0.7188,0.03977,0.03089,-0.0552,0.5848,1.0000
3.750,0.7327,0.03984,0.03091,-0.0531,0.5713,1.0000
4.000,0.7487,0.03972,0.03073,-0.0511,0.5578,1.0000
4.250,0.7512,0.04074,0.03181,-0.0484,0.5430,1.0000
4.500,0.7580,0.04142,0.03250,-0.0457,0.5295,1.0000
4.750,0.7840,0.04074,0.03166,-0.0442,0.5177,1.0000
5.000,0.7774,0.04233,0.03337,-0.0405,0.5036,1.0000
5.250,0.7769,0.04352,0.03460,-0.0371,0.4914,1.0000
5.500,0.8089,0.04263,0.03354,-0.0360,0.4796,1.0000
5.750,0.7827,0.04531,0.03641,-0.0304,0.4677,1.0000
6.000,0.7904,0.04597,0.03704,-0.0274,0.4568,1.0000
6.250,0.7991,0.04652,0.03756,-0.0243,0.4455,1.0000
6.500,0.7663,0.04942,0.04055,-0.0179,0.4368,1.0000
6.750,0.8250,0.04742,0.03836,-0.0190,0.4239,1.0000
7.000,0.7268,0.05359,0.04472,-0.0071,0.4197,1.0000
7.250,0.7777,0.05205,0.04310,-0.0073,0.4071,1.0000
7.500,0.6836,0.05808,0.04914,0.0036,0.4041,1.0000
