alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
------,--------,---------,---------,--------,--------,--------
-5.000,-0.7390,0.00783,0.00364,-0.0131,0.8380,0.0379
-4.750,-0.7009,0.00763,0.00336,-0.0117,0.8164,0.0430
-4.500,-0.6628,0.00744,0.00310,-0.0104,0.7945,0.0493
-4.250,-0.6250,0.00727,0.00286,-0.0092,0.7717,0.0566
-4.000,-0.5873,0.00709,0.00263,-0.0082,0.7492,0.0658
-3.750,-0.5498,0.00694,0.00243,-0.0072,0.7257,0.0760
-3.500,-0.5126,0.00678,0.00224,-0.0064,0.7029,0.0892
-3.250,-0.4757,0.00661,0.00205,-0.0055,0.6793,0.1047
-3.000,-0.4387,0.00648,0.00189,-0.0048,0.6557,0.1206
-2.750,-0.4020,0.00633,0.00174,-0.0042,0.6331,0.1401
-2.500,-0.3653,0.00621,0.00161,-0.0036,0.6101,0.1600
-2.250,-0.3289,0.00608,0.00149,-0.0030,0.5870,0.1827
-2.000,-0.2922,0.00599,0.00139,-0.0026,0.5644,0.2036
-1.750,-0.2557,0.00588,0.00130,-0.0021,0.5421,0.2274
-1.250,-0.1825,0.00574,0.00116,-0.0014,0.4982,0.2721
-0.750,-0.1096,0.00563,0.00107,-0.0008,0.4540,0.3192
-0.250,-0.0365,0.00558,0.00102,-0.0003,0.4098,0.3649
0.000,0.0000,0.00559,0.00102,0.0000,0.3867,0.3867
0.250,0.0365,0.00558,0.00102,0.0003,0.3648,0.4096
0.500,0.0731,0.00561,0.00104,0.0005,0.3418,0.4308
0.750,0.1096,0.00563,0.00107,0.0008,0.3196,0.4541
1.000,0.1462,0.00568,0.00111,0.0011,0.2964,0.4749
1.250,0.1825,0.00574,0.00116,0.0014,0.2723,0.4986
1.750,0.2557,0.00588,0.00130,0.0021,0.2270,0.5420
2.250,0.3289,0.00608,0.00149,0.0030,0.1824,0.5873
2.500,0.3654,0.00621,0.00161,0.0036,0.1598,0.6097
2.750,0.4021,0.00633,0.00174,0.0042,0.1401,0.6330
3.000,0.4388,0.00648,0.00189,0.0048,0.1208,0.6558
3.250,0.4758,0.00661,0.00205,0.0055,0.1048,0.6792
3.500,0.5126,0.00678,0.00224,0.0064,0.0890,0.7021
3.750,0.5498,0.00694,0.00243,0.0072,0.0760,0.7260
4.000,0.5873,0.00709,0.00263,0.0082,0.0658,0.7491
4.250,0.6250,0.00727,0.00286,0.0092,0.0566,0.7717
4.500,0.6628,0.00744,0.00310,0.0104,0.0493,0.7949
4.750,0.7009,0.00763,0.00336,0.0117,0.0429,0.8165
5.000,0.7391,0.00783,0.00364,0.0131,0.0379,0.8378
5.250,0.7775,0.00806,0.00394,0.0146,0.0334,0.8581
5.500,0.8164,0.00829,0.00426,0.0163,0.0301,0.8768
5.750,0.8552,0.00853,0.00462,0.0183,0.0273,0.8950
6.000,0.8937,0.00884,0.00503,0.0205,0.0247,0.9120
6.250,0.9324,0.00917,0.00550,0.0230,0.0228,0.9276
6.500,0.9695,0.00964,0.00612,0.0260,0.0215,0.9424
