alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
------,--------,---------,---------,--------,--------,--------
-5.000,-0.6219,0.00692,0.00245,-0.0040,0.8575,0.0541
-4.750,-0.5907,0.00679,0.00229,-0.0035,0.8381,0.0608
-4.500,-0.5597,0.00666,0.00213,-0.0031,0.8173,0.0691
-4.250,-0.5285,0.00652,0.00198,-0.0027,0.7974,0.0791
-4.000,-0.4976,0.00638,0.00183,-0.0023,0.7753,0.0918
-3.750,-0.4665,0.00626,0.00170,-0.0020,0.7541,0.1045
-3.500,-0.4355,0.00614,0.00158,-0.0017,0.7317,0.1196
-3.250,-0.4043,0.00604,0.00147,-0.0015,0.7088,0.1348
-3.000,-0.3734,0.00592,0.00136,-0.0012,0.6862,0.1540
-2.750,-0.3424,0.00582,0.00127,-0.0010,0.6635,0.1731
-2.500,-0.3115,0.00572,0.00118,-0.0009,0.6402,0.1950
-2.250,-0.2803,0.00564,0.00110,-0.0007,0.6178,0.2149
-2.000,-0.2493,0.00556,0.00103,-0.0006,0.5953,0.2374
-1.750,-0.2182,0.00549,0.00098,-0.0005,0.5724,0.2596
-1.500,-0.1871,0.00542,0.00093,-0.0004,0.5506,0.2830
-1.250,-0.1559,0.00538,0.00089,-0.0003,0.5284,0.3038
-1.000,-0.1248,0.00534,0.00085,-0.0002,0.5056,0.3273
-0.750,-0.0936,0.00530,0.00082,-0.0001,0.4840,0.3499
-0.500,-0.0624,0.00529,0.00081,-0.0001,0.4616,0.3719
-0.250,-0.0312,0.00526,0.00079,-0.0000,0.4408,0.3952
0.250,0.0312,0.00526,0.00079,0.0000,0.3949,0.4404
0.500,0.0624,0.00529,0.00081,0.0001,0.3721,0.4614
0.750,0.0936,0.00530,0.00082,0.0001,0.3501,0.4842
1.000,0.1248,0.00534,0.00085,0.0002,0.3271,0.5057
1.250,0.1559,0.00538,0.00088,0.0003,0.3043,0.5288
1.500,0.1872,0.00543,0.00093,0.0003,0.2830,0.5498
1.750,0.2181,0.00549,0.00098,0.0005,0.2585,0.5730
2.000,0.2494,0.00555,0.00103,0.0006,0.2383,0.5953
2.250,0.2803,0.00564,0.00110,0.0007,0.2145,0.6182
2.500,0.3114,0.00572,0.00118,0.0009,0.1941,0.6403
2.750,0.3424,0.00582,0.00127,0.0010,0.1731,0.6634
3.000,0.3735,0.00592,0.00136,0.0012,0.1546,0.6859
3.250,0.4044,0.00604,0.00147,0.0015,0.1352,0.7092
3.500,0.4355,0.00614,0.00158,0.0017,0.1197,0.7309
3.750,0.4665,0.00626,0.00170,0.0020,0.1046,0.7538
4.000,0.4976,0.00638,0.00183,0.0023,0.0917,0.7758
4.250,0.5285,0.00652,0.00198,0.0027,0.0791,0.7975
4.500,0.5597,0.00666,0.00213,0.0031,0.0693,0.8177
4.750,0.5907,0.00679,0.00229,0.0035,0.0609,0.8383
5.000,0.6219,0.00692,0.00245,0.0039,0.0542,0.8574
5.250,0.6531,0.00707,0.00262,0.0044,0.0480,0.8747
5.750,0.7153,0.00740,0.00300,0.0056,0.0383,0.9065
6.000,0.7462,0.00759,0.00321,0.0063,0.0344,0.9206
6.250,0.7773,0.00775,0.00342,0.0070,0.0317,0.9336
6.500,0.8078,0.00796,0.00365,0.0079,0.0288,0.9455
6.750,0.8382,0.00817,0.00388,0.0089,0.0264,0.9559
7.000,0.8687,0.00839,0.00413,0.0099,0.0244,0.9651
7.250,0.8990,0.00863,0.00438,0.0109,0.0227,0.9737
7.500,0.9300,0.00888,0.00467,0.0119,0.0211,0.9809
7.750,0.9623,0.00915,0.00495,0.0127,0.0197,0.9865
8.000,0.9970,0.00947,0.00530,0.0130,0.0181,0.9904
8.250,1.0306,0.00977,0.00562,0.0136,0.0172,0.9944
8.750,1.1055,0.01053,0.00645,0.0134,0.0151,0.9965
9.000,1.1429,0.01092,0.00688,0.0135,0.0144,0.9976
9.250,1.1796,0.01137,0.00737,0.0138,0.0135,0.9987
9.500,1.2159,0.01188,0.00795,0.0141,0.0128,0.9997
9.750,1.2446,0.01232,0.00846,0.0161,0.0123,1.0000
10.000,1.2687,0.01278,0.00899,0.0188,0.0119,1.0000
10.250,1.2935,0.01330,0.00958,0.0215,0.0114,1.0000
10.500,1.3187,0.01393,0.01030,0.0241,0.0110,1.0000
10.750,1.3424,0.01472,0.01120,0.0268,0.0107,1.0000
11.000,1.3658,0.01555,0.01217,0.0295,0.0104,1.0000
11.250,1.3860,0.01658,0.01335,0.0325,0.0102,1.0000
11.500,1.4022,0.01779,0.01474,0.0359,0.0099,1.0000
11.750,1.4092,0.01919,0.01632,0.0403,0.0097,1.0000
12.000,1.4093,0.02091,0.01822,0.0447,0.0095,1.0000
12.250,1.4055,0.02308,0.02059,0.0484,0.0094,1.0000
