alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
------,--------,---------,---------,--------,--------,--------
-5.000,-0.6213,0.00748,0.00374,-0.0035,1.0000,0.0039
-4.750,-0.5910,0.00706,0.00324,-0.0026,1.0000,0.0044
-4.500,-0.5610,0.00668,0.00279,-0.0017,1.0000,0.0048
-4.250,-0.5307,0.00638,0.00244,-0.0009,0.9999,0.0051
-3.750,-0.4579,0.00581,0.00180,-0.0023,0.9959,0.0077
-3.500,-0.4225,0.00565,0.00163,-0.0029,0.9916,0.0085
-3.250,-0.3868,0.00543,0.00140,-0.0036,0.9849,0.0121
-3.000,-0.3549,0.00531,0.00126,-0.0035,0.9720,0.0148
-2.750,-0.3259,0.00518,0.00113,-0.0027,0.9527,0.0206
-2.500,-0.2973,0.00509,0.00100,-0.0019,0.9280,0.0310
-2.250,-0.2683,0.00500,0.00088,-0.0013,0.8979,0.0482
-2.000,-0.2387,0.00489,0.00076,-0.0009,0.8643,0.0757
-1.750,-0.2091,0.00478,0.00066,-0.0006,0.8265,0.1139
-1.500,-0.1794,0.00465,0.00057,-0.0004,0.7853,0.1652
-1.250,-0.1496,0.00454,0.00049,-0.0002,0.7416,0.2194
-1.000,-0.1197,0.00444,0.00043,-0.0002,0.6969,0.2764
-0.750,-0.0897,0.00438,0.00038,-0.0001,0.6496,0.3278
-0.500,-0.0598,0.00432,0.00035,-0.0001,0.5999,0.3857
-0.250,-0.0299,0.00428,0.00033,-0.0000,0.5504,0.4438
0.000,-0.0000,0.00428,0.00032,-0.0000,0.4965,0.4969
0.250,0.0299,0.00428,0.00033,0.0000,0.4416,0.5518
0.500,0.0599,0.00431,0.00035,0.0000,0.3887,0.6002
0.750,0.0897,0.00438,0.00038,0.0001,0.3289,0.6492
1.000,0.1197,0.00444,0.00043,0.0001,0.2771,0.6960
1.250,0.1495,0.00456,0.00049,0.0002,0.2130,0.7419
1.500,0.1794,0.00465,0.00057,0.0004,0.1655,0.7853
1.750,0.2091,0.00479,0.00066,0.0006,0.1122,0.8256
2.000,0.2387,0.00489,0.00076,0.0009,0.0768,0.8644
2.250,0.2682,0.00500,0.00088,0.0013,0.0478,0.8984
2.500,0.2973,0.00509,0.00100,0.0019,0.0309,0.9280
2.750,0.3259,0.00518,0.00113,0.0027,0.0205,0.9525
3.000,0.3549,0.00531,0.00126,0.0035,0.0147,0.9723
3.250,0.3868,0.00543,0.00140,0.0036,0.0120,0.9849
3.500,0.4224,0.00565,0.00164,0.0029,0.0085,0.9915
3.750,0.4578,0.00581,0.00180,0.0023,0.0077,0.9960
4.250,0.5307,0.00639,0.00245,0.0009,0.0051,0.9999
4.500,0.5611,0.00668,0.00279,0.0017,0.0048,1.0000
4.750,0.5910,0.00705,0.00324,0.0026,0.0044,1.0000
5.000,0.6213,0.00749,0.00375,0.0035,0.0040,1.0000
5.250,0.6516,0.00803,0.00439,0.0045,0.0035,1.0000
5.500,0.6780,0.00980,0.00650,0.0061,0.0030,1.0000
5.750,0.7030,0.01219,0.00928,0.0078,0.0030,1.0000
6.000,0.7011,0.00718,0.00490,0.0109,0.0029,1.0000
6.250,0.7287,0.02434,0.02252,0.0118,0.0027,1.0000
6.500,0.7366,0.03145,0.03000,0.0127,0.0027,1.0000
6.750,0.7429,0.03839,0.03721,0.0123,0.0026,1.0000
7.000,0.7472,0.04530,0.04431,0.0106,0.0026,1.0000
7.250,0.7493,0.05231,0.05147,0.0073,0.0026,1.0000
7.500,0.7498,0.05958,0.05884,0.0020,0.0026,1.0000
7.750,0.7496,0.06745,0.06677,-0.0066,0.0026,1.0000
8.000,0.7433,0.07424,0.07354,-0.0155,0.0026,1.0000
8.500,0.7350,0.08547,0.08476,-0.0236,0.0026,1.0000
8.750,0.7322,0.09078,0.09006,-0.0267,0.0026,1.0000
9.000,0.7300,0.09599,0.09527,-0.0295,0.0025,1.0000
