alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
------,--------,---------,---------,--------,--------,--------
-5.000,-0.7534,0.04716,0.03844,0.0358,1.0000,0.4864
-4.750,-0.7840,0.04419,0.03529,0.0414,1.0000,0.4986
-4.500,-0.7528,0.04517,0.03643,0.0428,1.0000,0.5105
-4.250,-0.7536,0.04401,0.03524,0.0461,1.0000,0.5231
-4.000,-0.7609,0.04236,0.03348,0.0497,1.0000,0.5375
-3.750,-0.7386,0.04291,0.03414,0.0515,1.0000,0.5499
-3.500,-0.7301,0.04242,0.03366,0.0540,1.0000,0.5635
-3.250,-0.7265,0.04152,0.03272,0.0566,1.0000,0.5786
-3.000,-0.7190,0.04098,0.03216,0.0589,1.0000,0.5941
-2.750,-0.6733,0.04152,0.03270,0.0555,0.9895,0.6135
-2.500,-0.6231,0.04201,0.03319,0.0512,0.9743,0.6343
-2.250,-0.5728,0.04270,0.03388,0.0475,0.9589,0.6540
-2.000,-0.5218,0.04349,0.03468,0.0439,0.9431,0.6730
-1.750,-0.4680,0.04446,0.03568,0.0403,0.9273,0.6910
-1.500,-0.4125,0.04543,0.03666,0.0365,0.9111,0.7087
-1.250,-0.3563,0.04634,0.03757,0.0325,0.8951,0.7260
-1.000,-0.2976,0.04715,0.03838,0.0281,0.8788,0.7434
-0.750,-0.2343,0.04787,0.03909,0.0229,0.8627,0.7610
-0.500,-0.1580,0.04850,0.03970,0.0157,0.8469,0.7787
-0.250,-0.0607,0.04887,0.04006,0.0053,0.8312,0.7966
0.000,-0.0001,0.04895,0.04014,0.0000,0.8138,0.8138
0.250,0.0606,0.04887,0.04006,-0.0052,0.7966,0.8312
0.500,0.1580,0.04850,0.03970,-0.0157,0.7787,0.8469
0.750,0.2343,0.04787,0.03909,-0.0229,0.7610,0.8627
1.000,0.2976,0.04714,0.03837,-0.0281,0.7435,0.8788
1.250,0.3563,0.04633,0.03756,-0.0325,0.7260,0.8951
1.500,0.4125,0.04542,0.03665,-0.0365,0.7087,0.9112
1.750,0.4681,0.04445,0.03567,-0.0403,0.6910,0.9273
2.000,0.5218,0.04348,0.03467,-0.0439,0.6730,0.9431
2.250,0.5728,0.04269,0.03387,-0.0474,0.6540,0.9589
2.500,0.6230,0.04201,0.03318,-0.0512,0.6343,0.9743
2.750,0.6733,0.04150,0.03269,-0.0555,0.6135,0.9895
3.000,0.7189,0.04096,0.03213,-0.0589,0.5941,1.0000
3.250,0.7263,0.04152,0.03272,-0.0565,0.5786,1.0000
3.500,0.7299,0.04241,0.03366,-0.0539,0.5635,1.0000
3.750,0.7385,0.04289,0.03412,-0.0514,0.5499,1.0000
4.000,0.7606,0.04236,0.03348,-0.0497,0.5376,1.0000
4.250,0.7534,0.04400,0.03523,-0.0461,0.5231,1.0000
4.500,0.7527,0.04515,0.03641,-0.0427,0.5105,1.0000
4.750,0.7841,0.04416,0.03525,-0.0414,0.4987,1.0000
5.000,0.7531,0.04716,0.03844,-0.0358,0.4864,1.0000
5.250,0.7570,0.04796,0.03922,-0.0325,0.4754,1.0000
5.500,0.7607,0.04869,0.03994,-0.0291,0.4641,1.0000
5.750,0.7210,0.05189,0.04320,-0.0224,0.4555,1.0000
6.000,0.7823,0.04959,0.04075,-0.0232,0.4425,1.0000
6.250,0.6637,0.05667,0.04795,-0.0107,0.4390,1.0000
6.500,0.4977,0.06646,0.05760,0.0020,0.4379,1.0000
6.750,0.6220,0.06047,0.05164,0.0000,0.4234,1.0000
