alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
------,--------,---------,---------,--------,--------,--------
-5.000,-0.0077,0.12525,0.11721,-0.0513,0.8686,0.4238
-4.500,0.0347,0.12044,0.11242,-0.0534,0.8323,0.4394
-4.250,0.0477,0.11859,0.11059,-0.0529,0.8145,0.4468
-4.000,0.0567,0.11714,0.10915,-0.0517,0.7974,0.4542
-3.750,0.0429,0.11571,0.10771,-0.0491,0.7829,0.4609
-3.250,0.0775,0.11208,0.10408,-0.0488,0.7530,0.4786
-3.000,0.0809,0.11184,0.10389,-0.0452,0.7359,0.4859
-2.750,0.0703,0.11159,0.10365,-0.0409,0.7210,0.4929
-2.500,0.0652,0.11050,0.10255,-0.0381,0.7084,0.5011
-2.250,0.0839,0.10948,0.10154,-0.0370,0.6944,0.5107
-2.000,0.0457,0.10962,0.10170,-0.0302,0.6820,0.5169
-1.750,0.0596,0.10948,0.10158,-0.0278,0.6680,0.5260
-1.500,0.0475,0.10856,0.10065,-0.0241,0.6570,0.5349
-1.250,0.0394,0.10904,0.10116,-0.0196,0.6438,0.5427
-1.000,0.0447,0.10768,0.09976,-0.0174,0.6340,0.5539
-0.750,0.0221,0.10855,0.10067,-0.0117,0.6215,0.5607
-0.500,0.0201,0.10822,0.10033,-0.0083,0.6111,0.5713
-0.250,0.0072,0.10831,0.10044,-0.0039,0.6004,0.5801
0.000,-0.0000,0.10830,0.10042,0.0000,0.5902,0.5903
0.250,-0.0072,0.10831,0.10044,0.0039,0.5801,0.6004
0.500,-0.0202,0.10822,0.10033,0.0083,0.5713,0.6111
0.750,-0.0221,0.10854,0.10067,0.0117,0.5607,0.6216
1.000,-0.0447,0.10766,0.09974,0.0174,0.5539,0.6340
1.250,-0.0394,0.10903,0.10115,0.0196,0.5427,0.6438
1.500,-0.0474,0.10856,0.10064,0.0241,0.5349,0.6570
1.750,-0.0597,0.10946,0.10156,0.0279,0.5260,0.6681
2.000,-0.0456,0.10960,0.10167,0.0302,0.5169,0.6820
2.250,-0.0837,0.10947,0.10153,0.0369,0.5107,0.6945
2.500,-0.0641,0.10625,0.09877,0.0332,0.4964,0.6867
2.750,-0.0702,0.11156,0.10362,0.0409,0.4929,0.7211
3.000,-0.0807,0.11182,0.10386,0.0452,0.4859,0.7360
3.250,-0.0772,0.11206,0.10406,0.0488,0.4786,0.7530
3.500,-0.0698,0.11436,0.10639,0.0487,0.4695,0.7657
3.750,-0.0427,0.11567,0.10767,0.0491,0.4609,0.7830
4.000,-0.0565,0.11711,0.10912,0.0517,0.4543,0.7975
4.250,-0.0474,0.11856,0.11056,0.0529,0.4469,0.8146
4.500,-0.0343,0.12041,0.11239,0.0533,0.4394,0.8324
4.750,-0.0297,0.12244,0.11442,0.0536,0.4324,0.8494
5.000,0.0082,0.12521,0.11718,0.0512,0.4238,0.8687
5.500,0.0473,0.13164,0.12362,0.0449,0.4093,0.9021
5.750,0.0724,0.13513,0.12711,0.0412,0.4019,0.9205
6.000,-0.0012,0.12564,0.11822,0.0470,0.4093,0.8825
6.250,0.1468,0.14374,0.13573,0.0291,0.3869,0.9566
6.500,0.0327,0.13110,0.12373,0.0415,0.4017,0.9109
