alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
------,--------,---------,---------,--------,--------,--------
-5.000,-0.5449,0.06614,0.05793,-0.0097,1.0000,0.2063
-4.750,-0.5471,0.06164,0.05348,-0.0119,1.0000,0.2122
-4.250,-0.5611,0.05342,0.04534,-0.0139,1.0000,0.2272
-4.000,-0.5614,0.04957,0.04152,-0.0134,1.0000,0.2354
-3.750,-0.5710,0.04554,0.03746,-0.0137,1.0000,0.2415
-3.500,-0.5741,0.04191,0.03376,-0.0125,1.0000,0.2530
-3.250,-0.5703,0.03861,0.03044,-0.0100,1.0000,0.2696
-3.000,-0.5654,0.03534,0.02707,-0.0075,1.0000,0.2872
-2.750,-0.5554,0.03237,0.02400,-0.0042,1.0000,0.3131
-2.500,-0.5394,0.02975,0.02133,-0.0002,1.0000,0.3505
-2.250,-0.5190,0.02753,0.01913,0.0046,1.0000,0.4049
-2.000,-0.4936,0.02589,0.01763,0.0110,1.0000,0.4808
-1.750,-0.4647,0.02483,0.01673,0.0187,1.0000,0.5727
-1.500,-0.4252,0.02438,0.01637,0.0266,1.0000,0.6710
-1.250,-0.3654,0.02426,0.01616,0.0313,1.0000,0.7704
-1.000,-0.2474,0.02427,0.01580,0.0248,1.0000,0.8740
-0.750,-0.0532,0.02334,0.01444,-0.0012,1.0000,0.9691
-0.500,0.0208,0.02243,0.01350,-0.0107,1.0000,1.0000
-0.250,0.0123,0.02220,0.01332,-0.0056,1.0000,1.0000
0.000,0.0000,0.02212,0.01326,0.0000,1.0000,1.0000
0.250,-0.0123,0.02220,0.01332,0.0056,1.0000,1.0000
0.500,-0.0208,0.02243,0.01350,0.0107,1.0000,1.0000
0.750,0.0532,0.02333,0.01444,0.0012,0.9691,1.0000
1.000,0.2473,0.02427,0.01580,-0.0248,0.8740,1.0000
1.250,0.3653,0.02426,0.01616,-0.0313,0.7705,1.0000
1.500,0.4252,0.02438,0.01637,-0.0266,0.6710,1.0000
1.750,0.4647,0.02483,0.01673,-0.0187,0.5727,1.0000
2.000,0.4936,0.02589,0.01763,-0.0110,0.4808,1.0000
2.250,0.5190,0.02753,0.01913,-0.0046,0.4049,1.0000
2.500,0.5153,0.01874,0.01096,-0.0003,0.3496,1.0000
2.750,0.5555,0.03237,0.02400,0.0042,0.3131,1.0000
3.000,0.5654,0.03534,0.02707,0.0075,0.2872,1.0000
3.500,0.5740,0.04191,0.03377,0.0125,0.2530,1.0000
3.750,0.5711,0.04554,0.03745,0.0137,0.2415,1.0000
4.250,0.5611,0.05342,0.04534,0.0139,0.2272,1.0000
4.750,0.5472,0.06165,0.05348,0.0119,0.2122,1.0000
5.000,0.5451,0.06615,0.05793,0.0096,0.2063,1.0000
5.250,0.4601,0.05922,0.05149,0.0156,0.2077,1.0000
5.500,0.5467,0.07537,0.06705,0.0051,0.1996,1.0000
5.750,0.5483,0.07993,0.07155,0.0029,0.1946,1.0000
6.000,0.5549,0.08441,0.07596,0.0017,0.1887,1.0000
6.250,0.5561,0.08910,0.08059,-0.0010,0.1852,1.0000
6.500,0.5611,0.09390,0.08534,-0.0033,0.1840,1.0000
7.000,0.4627,0.08966,0.08162,0.0060,0.1871,1.0000
7.250,0.5858,0.10860,0.09991,-0.0092,0.1786,1.0000
7.500,0.5937,0.11361,0.10486,-0.0115,0.1763,1.0000
7.750,0.4699,0.10208,0.09395,0.0015,0.1831,1.0000
8.000,0.6111,0.12407,0.11525,-0.0169,0.1798,1.0000
8.500,0.6323,0.13511,0.12621,-0.0226,0.1877,1.0000
9.000,0.6555,0.14649,0.13754,-0.0287,0.1991,1.0000
9.250,0.4822,0.12810,0.12004,-0.0152,0.3235,1.0000
9.750,0.6932,0.16720,0.15827,-0.0455,0.3257,1.0000
10.000,0.7083,0.17318,0.16422,-0.0481,0.3230,1.0000
10.500,0.5248,0.14788,0.13981,-0.0204,0.3039,1.0000
11.000,0.7753,0.19906,0.18995,-0.0583,0.2969,1.0000
11.500,0.8115,0.21365,0.20448,-0.0641,0.2887,1.0000
