alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
------,--------,---------,---------,--------,--------,--------
-5.000,-0.3437,0.09117,0.08311,0.0014,1.0000,0.4129
-4.750,-0.3476,0.09009,0.08210,0.0046,1.0000,0.4205
-4.500,-0.3640,0.08864,0.08072,0.0077,1.0000,0.4277
-4.250,-0.3871,0.08690,0.07903,0.0109,1.0000,0.4347
-4.000,-0.3696,0.08450,0.07662,0.0085,0.9919,0.4470
-3.750,-0.3301,0.08147,0.07353,0.0025,0.9751,0.4629
-3.500,-0.2940,0.07861,0.07062,-0.0028,0.9582,0.4787
-3.250,-0.2601,0.07588,0.06783,-0.0075,0.9414,0.4947
-3.000,-0.2407,0.07354,0.06546,-0.0095,0.9228,0.5098
-2.750,-0.2346,0.07107,0.06295,-0.0103,0.9054,0.5244
-2.500,-0.2148,0.06922,0.06106,-0.0111,0.8869,0.5405
-2.250,-0.1796,0.06787,0.05969,-0.0126,0.8674,0.5570
-2.000,-0.1480,0.06661,0.05840,-0.0135,0.8481,0.5735
-1.750,-0.1208,0.06548,0.05726,-0.0136,0.8293,0.5901
-1.500,-0.0980,0.06444,0.05620,-0.0130,0.8107,0.6062
-1.250,-0.0816,0.06357,0.05531,-0.0114,0.7929,0.6225
-1.000,-0.0738,0.06269,0.05441,-0.0086,0.7758,0.6384
-0.750,-0.0647,0.06197,0.05367,-0.0057,0.7594,0.6553
-0.500,-0.0518,0.06127,0.05295,-0.0030,0.7431,0.6726
-0.250,-0.0267,0.06085,0.05251,-0.0015,0.7262,0.6909
0.000,0.0029,0.06051,0.05216,-0.0003,0.7090,0.7093
0.250,0.0267,0.06084,0.05251,0.0015,0.6908,0.7262
0.500,0.0518,0.06126,0.05294,0.0030,0.6726,0.7431
0.750,0.0647,0.06196,0.05367,0.0057,0.6553,0.7594
1.000,0.0736,0.06269,0.05441,0.0086,0.6385,0.7758
1.250,0.0816,0.06356,0.05530,0.0114,0.6225,0.7929
1.500,0.0981,0.06443,0.05619,0.0130,0.6062,0.8107
1.750,0.1209,0.06547,0.05725,0.0136,0.5901,0.8293
2.000,0.1482,0.06659,0.05839,0.0135,0.5735,0.8481
2.250,0.1797,0.06786,0.05968,0.0126,0.5570,0.8674
2.500,0.2149,0.06920,0.06104,0.0111,0.5405,0.8870
2.750,0.2345,0.07105,0.06293,0.0103,0.5244,0.9055
3.000,0.2408,0.07352,0.06544,0.0095,0.5098,0.9229
3.250,0.2607,0.07587,0.06782,0.0074,0.4946,0.9415
3.500,0.2945,0.07859,0.07060,0.0027,0.4786,0.9583
3.750,0.3305,0.08145,0.07351,-0.0026,0.4629,0.9753
4.000,0.3700,0.08449,0.07661,-0.0086,0.4470,0.9920
4.250,0.3869,0.08687,0.07900,-0.0109,0.4348,1.0000
4.500,0.3641,0.08860,0.08067,-0.0077,0.4278,1.0000
4.750,0.3475,0.09005,0.08206,-0.0046,0.4206,1.0000
5.000,0.3439,0.09112,0.08305,-0.0014,0.4129,1.0000
5.250,0.2950,0.09512,0.08775,-0.0021,0.4037,1.0000
5.500,0.3147,0.09402,0.08582,0.0050,0.3996,1.0000
6.000,0.2812,0.09737,0.08900,0.0111,0.3878,1.0000
6.250,0.2933,0.09871,0.09024,0.0141,0.3797,1.0000
6.500,0.2468,0.10210,0.09441,0.0100,0.3770,1.0000
6.750,0.2583,0.10300,0.09435,0.0188,0.3701,1.0000
7.000,0.2730,0.10503,0.09629,0.0210,0.3621,1.0000
7.250,0.2564,0.10756,0.09873,0.0224,0.3583,1.0000
7.500,0.2177,0.10885,0.10089,0.0190,0.3614,1.0000
8.000,0.1982,0.11301,0.10494,0.0220,0.3597,1.0000
8.500,0.1644,0.12175,0.11370,0.0190,0.4498,1.0000
8.750,0.2646,0.12497,0.11570,0.0261,0.3348,1.0000
9.000,0.2879,0.12881,0.11947,0.0264,0.3283,1.0000
9.500,0.1735,0.13040,0.12215,0.0228,0.4322,1.0000
10.000,0.1686,0.13265,0.12436,0.0246,0.4182,1.0000
10.250,0.2877,0.15033,0.14082,0.0167,0.4090,1.0000
10.750,0.3250,0.15984,0.15025,0.0148,0.3965,1.0000
11.000,0.3250,0.16174,0.15210,0.0139,0.3916,1.0000
11.250,0.3448,0.16638,0.15671,0.0129,0.3822,1.0000
11.500,0.2031,0.14494,0.13646,0.0259,0.3775,1.0000
11.750,0.3643,0.17352,0.16376,0.0104,0.3712,1.0000
12.000,0.2266,0.15104,0.14250,0.0255,0.3620,1.0000
12.250,0.2171,0.14978,0.14125,0.0255,0.3550,1.0000
12.500,0.2362,0.15405,0.14550,0.0251,0.3467,1.0000
12.750,0.2373,0.15538,0.14680,0.0246,0.3428,1.0000
13.250,0.4537,0.20044,0.19049,0.0015,0.3320,1.0000
13.750,0.2698,0.16476,0.15615,0.0225,0.3142,1.0000
14.000,0.2810,0.16846,0.15983,0.0217,0.3106,1.0000
14.500,0.5248,0.22445,0.21434,-0.0083,0.3048,1.0000
14.750,0.3009,0.17517,0.16653,0.0192,0.2932,1.0000
15.000,0.5643,0.23819,0.22805,-0.0120,0.2945,1.0000
