alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
------,--------,---------,---------,--------,--------,--------
-5.000,-0.7519,0.03846,0.02948,0.0314,1.0000,0.4829
-4.750,-0.7378,0.03806,0.02912,0.0341,1.0000,0.4983
-4.500,-0.7259,0.03755,0.02864,0.0369,1.0000,0.5142
-4.250,-0.7150,0.03699,0.02809,0.0397,1.0000,0.5305
-4.000,-0.7036,0.03650,0.02761,0.0424,1.0000,0.5474
-3.750,-0.6919,0.03606,0.02717,0.0450,1.0000,0.5646
-3.500,-0.6795,0.03571,0.02684,0.0475,1.0000,0.5823
-3.250,-0.6667,0.03542,0.02657,0.0499,1.0000,0.6002
-3.000,-0.6534,0.03522,0.02639,0.0522,1.0000,0.6183
-2.750,-0.6397,0.03509,0.02630,0.0545,1.0000,0.6368
-2.500,-0.6258,0.03504,0.02628,0.0567,1.0000,0.6554
-2.250,-0.6115,0.03508,0.02635,0.0589,1.0000,0.6744
-2.000,-0.5970,0.03518,0.02649,0.0610,1.0000,0.6935
-1.750,-0.5571,0.03603,0.02737,0.0592,0.9929,0.7157
-1.500,-0.4973,0.03717,0.02850,0.0540,0.9763,0.7409
-1.250,-0.4412,0.03805,0.02935,0.0491,0.9596,0.7662
-1.000,-0.3660,0.03956,0.03085,0.0420,0.9427,0.7881
-0.750,-0.2826,0.04094,0.03220,0.0333,0.9255,0.8095
-0.500,-0.2005,0.04197,0.03320,0.0244,0.9070,0.8298
-0.250,-0.1064,0.04276,0.03397,0.0134,0.8881,0.8494
0.000,-0.0000,0.04307,0.03427,0.0000,0.8686,0.8686
0.250,0.1063,0.04276,0.03397,-0.0134,0.8494,0.8881
0.500,0.2005,0.04197,0.03320,-0.0244,0.8298,0.9070
0.750,0.2826,0.04093,0.03219,-0.0333,0.8095,0.9255
1.000,0.3661,0.03955,0.03084,-0.0420,0.7881,0.9427
1.250,0.4412,0.03804,0.02934,-0.0491,0.7662,0.9596
1.500,0.4974,0.03716,0.02849,-0.0540,0.7410,0.9763
1.750,0.5570,0.03603,0.02737,-0.0592,0.7157,0.9929
2.000,0.5969,0.03518,0.02649,-0.0610,0.6935,1.0000
2.250,0.6114,0.03507,0.02634,-0.0589,0.6744,1.0000
2.500,0.6256,0.03504,0.02627,-0.0567,0.6554,1.0000
2.750,0.6395,0.03509,0.02629,-0.0545,0.6368,1.0000
3.000,0.6532,0.03521,0.02638,-0.0522,0.6184,1.0000
3.250,0.6665,0.03542,0.02656,-0.0499,0.6002,1.0000
3.500,0.6793,0.03570,0.02683,-0.0475,0.5823,1.0000
3.750,0.6917,0.03606,0.02717,-0.0450,0.5647,1.0000
4.000,0.7034,0.03650,0.02760,-0.0424,0.5474,1.0000
4.250,0.7148,0.03699,0.02808,-0.0397,0.5306,1.0000
4.500,0.7258,0.03754,0.02863,-0.0369,0.5142,1.0000
4.750,0.7376,0.03805,0.02911,-0.0341,0.4984,1.0000
5.000,0.7519,0.03845,0.02946,-0.0314,0.4830,1.0000
5.250,0.7701,0.03866,0.02959,-0.0289,0.4676,1.0000
5.500,0.7752,0.03962,0.03059,-0.0255,0.4526,1.0000
5.750,0.7708,0.04116,0.03222,-0.0213,0.4388,1.0000
6.000,0.7737,0.04231,0.03338,-0.0176,0.4256,1.0000
6.250,0.7897,0.04280,0.03381,-0.0148,0.4119,1.0000
6.500,0.8087,0.04316,0.03409,-0.0123,0.3979,1.0000
6.750,0.7703,0.04645,0.03758,-0.0054,0.3896,1.0000
7.000,0.7883,0.04697,0.03803,-0.0028,0.3768,1.0000
7.250,0.7417,0.05070,0.04188,0.0044,0.3705,1.0000
7.500,0.7567,0.05149,0.04263,0.0071,0.3590,1.0000
7.750,0.6706,0.05760,0.04875,0.0156,0.3578,1.0000
8.000,0.5445,0.06999,0.06100,0.0181,0.3575,1.0000
