alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
------,--------,---------,---------,--------,--------,--------
-5.000,-0.4318,0.07227,0.06394,0.0030,1.0000,0.4321
-4.750,-0.4176,0.07192,0.06365,0.0064,1.0000,0.4427
-4.500,-0.4702,0.06881,0.06062,0.0111,1.0000,0.4493
-4.250,-0.4619,0.06836,0.06022,0.0146,1.0000,0.4596
-4.000,-0.5215,0.06495,0.05686,0.0201,1.0000,0.4667
-3.750,-0.5173,0.06442,0.05638,0.0237,1.0000,0.4776
-3.500,-0.5866,0.06066,0.05264,0.0307,1.0000,0.4848
-3.250,-0.5801,0.06017,0.05219,0.0341,1.0000,0.4967
-3.000,-0.5594,0.05828,0.05024,0.0324,0.9895,0.5146
-2.750,-0.5241,0.05650,0.04836,0.0287,0.9730,0.5359
-2.500,-0.4941,0.05470,0.04647,0.0258,0.9567,0.5573
-2.250,-0.4690,0.05314,0.04483,0.0244,0.9393,0.5779
-2.000,-0.4172,0.05289,0.04456,0.0216,0.9204,0.5988
-1.750,-0.3592,0.05285,0.04449,0.0181,0.9011,0.6200
-1.500,-0.3054,0.05267,0.04427,0.0151,0.8819,0.6411
-1.250,-0.2559,0.05240,0.04397,0.0125,0.8630,0.6622
-1.000,-0.2085,0.05212,0.04367,0.0103,0.8440,0.6833
-0.750,-0.1645,0.05184,0.04336,0.0087,0.8251,0.7042
-0.500,-0.1225,0.05159,0.04309,0.0073,0.8064,0.7249
-0.250,-0.0834,0.05138,0.04287,0.0065,0.7877,0.7457
0.000,0.0002,0.05144,0.04292,-0.0000,0.7671,0.7671
0.250,0.0834,0.05138,0.04286,-0.0065,0.7457,0.7877
0.500,0.1225,0.05159,0.04309,-0.0073,0.7249,0.8064
0.750,0.1646,0.05184,0.04336,-0.0087,0.7042,0.8252
1.000,0.2085,0.05212,0.04366,-0.0104,0.6833,0.8440
1.250,0.2559,0.05240,0.04397,-0.0125,0.6622,0.8630
1.500,0.3054,0.05266,0.04426,-0.0151,0.6411,0.8819
1.750,0.3593,0.05284,0.04448,-0.0181,0.6200,0.9011
2.000,0.4172,0.05288,0.04455,-0.0216,0.5988,0.9204
2.250,0.4691,0.05313,0.04482,-0.0245,0.5779,0.9393
2.500,0.4942,0.05469,0.04646,-0.0259,0.5573,0.9567
2.750,0.5243,0.05648,0.04834,-0.0287,0.5359,0.9731
3.000,0.5598,0.05826,0.05022,-0.0324,0.5146,0.9896
3.250,0.5803,0.06014,0.05216,-0.0341,0.4967,1.0000
3.500,0.5868,0.06064,0.05261,-0.0307,0.4848,1.0000
3.750,0.5176,0.06439,0.05635,-0.0237,0.4776,1.0000
4.000,0.5217,0.06492,0.05683,-0.0201,0.4666,1.0000
4.250,0.4620,0.06833,0.06018,-0.0146,0.4596,1.0000
4.500,0.4704,0.06877,0.06058,-0.0111,0.4493,1.0000
4.750,0.4177,0.07189,0.06362,-0.0064,0.4428,1.0000
5.000,0.4320,0.07222,0.06389,-0.0030,0.4321,1.0000
5.250,0.3824,0.07533,0.06691,0.0013,0.4265,1.0000
5.500,0.3826,0.07651,0.06803,0.0047,0.4169,1.0000
5.750,0.3570,0.07896,0.07038,0.0080,0.4102,1.0000
6.000,0.3433,0.08111,0.07246,0.0109,0.4026,1.0000
6.250,0.3419,0.08304,0.07431,0.0135,0.3941,1.0000
6.500,0.3243,0.08579,0.07699,0.0155,0.3877,1.0000
6.750,0.3371,0.08761,0.07875,0.0176,0.3783,1.0000
7.000,0.3169,0.09084,0.08189,0.0188,0.3730,1.0000
7.250,0.3275,0.09308,0.08408,0.0203,0.3644,1.0000
7.500,0.3194,0.09620,0.08714,0.0211,0.3588,1.0000
7.750,0.3120,0.09941,0.09030,0.0215,0.3539,1.0000
