alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
------,--------,---------,---------,--------,--------,--------
-5.000,-0.7362,0.00763,0.00375,-0.0137,0.9243,0.0192
-4.750,-0.6979,0.00739,0.00340,-0.0119,0.9070,0.0217
-4.500,-0.6594,0.00720,0.00311,-0.0104,0.8875,0.0245
-4.250,-0.6214,0.00700,0.00283,-0.0090,0.8662,0.0288
-4.000,-0.5835,0.00683,0.00259,-0.0079,0.8430,0.0342
-3.750,-0.5458,0.00667,0.00236,-0.0068,0.8193,0.0409
-3.500,-0.5084,0.00652,0.00215,-0.0059,0.7937,0.0497
-3.250,-0.4711,0.00639,0.00196,-0.0051,0.7671,0.0602
-3.000,-0.4343,0.00624,0.00178,-0.0044,0.7400,0.0762
-2.750,-0.3975,0.00611,0.00162,-0.0037,0.7121,0.0929
-2.500,-0.3611,0.00596,0.00146,-0.0031,0.6852,0.1156
-2.250,-0.3248,0.00583,0.00133,-0.0026,0.6570,0.1407
-2.000,-0.2886,0.00570,0.00121,-0.0022,0.6293,0.1687
-1.750,-0.2524,0.00559,0.00110,-0.0018,0.6018,0.1975
-1.500,-0.2164,0.00549,0.00101,-0.0014,0.5742,0.2283
-1.250,-0.1803,0.00540,0.00094,-0.0011,0.5468,0.2591
-1.000,-0.1442,0.00534,0.00089,-0.0009,0.5190,0.2886
-0.750,-0.1081,0.00529,0.00085,-0.0006,0.4909,0.3178
-0.500,-0.0721,0.00524,0.00081,-0.0004,0.4643,0.3485
-0.250,-0.0361,0.00522,0.00079,-0.0002,0.4348,0.3786
0.000,-0.0000,0.00521,0.00079,-0.0000,0.4072,0.4079
0.250,0.0361,0.00522,0.00079,0.0002,0.3786,0.4357
0.500,0.0722,0.00524,0.00081,0.0004,0.3488,0.4640
0.750,0.1082,0.00528,0.00084,0.0006,0.3187,0.4916
1.000,0.1443,0.00534,0.00089,0.0009,0.2889,0.5188
1.250,0.1804,0.00540,0.00094,0.0011,0.2591,0.5463
1.500,0.2164,0.00549,0.00102,0.0014,0.2279,0.5742
1.750,0.2525,0.00559,0.00110,0.0018,0.1987,0.6021
2.000,0.2887,0.00571,0.00121,0.0022,0.1689,0.6289
2.250,0.3249,0.00583,0.00133,0.0026,0.1414,0.6572
2.500,0.3612,0.00596,0.00146,0.0031,0.1157,0.6849
2.750,0.3976,0.00611,0.00162,0.0037,0.0927,0.7127
3.000,0.4344,0.00624,0.00178,0.0044,0.0756,0.7400
3.250,0.4713,0.00639,0.00196,0.0051,0.0602,0.7670
3.500,0.5085,0.00653,0.00215,0.0059,0.0494,0.7932
3.750,0.5460,0.00667,0.00236,0.0068,0.0409,0.8188
4.000,0.5837,0.00683,0.00259,0.0078,0.0342,0.8432
4.250,0.6216,0.00700,0.00283,0.0090,0.0288,0.8659
4.500,0.6596,0.00720,0.00311,0.0104,0.0245,0.8876
4.750,0.6981,0.00740,0.00340,0.0119,0.0216,0.9072
5.000,0.7364,0.00763,0.00375,0.0136,0.0192,0.9244
5.250,0.7747,0.00793,0.00415,0.0156,0.0172,0.9400
