alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
------,--------,---------,---------,--------,--------,--------
-5.000,-0.4730,0.06717,0.05873,-0.0156,1.0000,0.2690
-4.750,-0.4778,0.06313,0.05477,-0.0163,1.0000,0.2787
-4.500,-0.4859,0.05908,0.05078,-0.0169,1.0000,0.2878
-4.250,-0.4904,0.05557,0.04735,-0.0157,1.0000,0.2997
-4.000,-0.4997,0.05234,0.04420,-0.0135,1.0000,0.3126
-3.750,-0.5097,0.04920,0.04113,-0.0108,1.0000,0.3255
-3.250,-0.5368,0.04339,0.03542,-0.0035,1.0000,0.3564
-3.000,-0.5363,0.04104,0.03312,0.0014,1.0000,0.3788
-2.750,-0.5411,0.03874,0.03084,0.0065,1.0000,0.4028
-2.500,-0.5402,0.03673,0.02884,0.0120,1.0000,0.4323
-2.250,-0.5396,0.03484,0.02695,0.0176,1.0000,0.4650
-2.000,-0.5280,0.03344,0.02555,0.0236,1.0000,0.5055
-1.750,-0.5158,0.03222,0.02433,0.0295,1.0000,0.5494
-1.500,-0.4909,0.03153,0.02365,0.0354,1.0000,0.5988
-1.250,-0.4682,0.03089,0.02301,0.0407,1.0000,0.6487
-1.000,-0.4417,0.03046,0.02256,0.0454,1.0000,0.7004
-0.750,-0.4029,0.03037,0.02244,0.0484,1.0000,0.7546
-0.500,-0.3542,0.03046,0.02247,0.0489,1.0000,0.8112
-0.250,-0.2746,0.03094,0.02288,0.0431,1.0000,0.8715
0.000,0.0002,0.03183,0.02360,-0.0000,0.9534,0.9535
0.250,0.2747,0.03094,0.02288,-0.0431,0.8714,1.0000
0.500,0.3542,0.03045,0.02247,-0.0489,0.8112,1.0000
0.750,0.4028,0.03037,0.02244,-0.0484,0.7546,1.0000
1.000,0.4417,0.03046,0.02255,-0.0454,0.7004,1.0000
1.250,0.4681,0.03089,0.02301,-0.0407,0.6488,1.0000
1.500,0.4908,0.03152,0.02365,-0.0354,0.5988,1.0000
1.750,0.5157,0.03222,0.02433,-0.0295,0.5494,1.0000
2.000,0.5280,0.03344,0.02555,-0.0236,0.5055,1.0000
2.250,0.5396,0.03484,0.02694,-0.0176,0.4650,1.0000
2.500,0.5402,0.03673,0.02884,-0.0120,0.4323,1.0000
2.750,0.5411,0.03873,0.03083,-0.0065,0.4028,1.0000
3.000,0.5363,0.04104,0.03312,-0.0014,0.3788,1.0000
3.250,0.5368,0.04339,0.03541,0.0035,0.3564,1.0000
3.500,0.5220,0.04623,0.03822,0.0074,0.3403,1.0000
3.750,0.5098,0.04919,0.04113,0.0108,0.3255,1.0000
4.000,0.4997,0.05234,0.04420,0.0135,0.3126,1.0000
4.250,0.4905,0.05557,0.04735,0.0157,0.2997,1.0000
4.500,0.4861,0.05908,0.05078,0.0169,0.2878,1.0000
4.750,0.4781,0.06313,0.05476,0.0163,0.2786,1.0000
5.250,0.4748,0.07113,0.06261,0.0152,0.2590,1.0000
5.500,0.4753,0.07534,0.06676,0.0142,0.2520,1.0000
5.750,0.4762,0.07958,0.07093,0.0130,0.2447,1.0000
