alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
------,--------,---------,---------,--------,--------,--------
-5.000,-0.6255,0.00744,0.00266,-0.0051,0.6570,0.1511
-4.750,-0.5949,0.00730,0.00253,-0.0046,0.6421,0.1606
-4.500,-0.5640,0.00719,0.00240,-0.0041,0.6272,0.1701
-4.250,-0.5330,0.00709,0.00229,-0.0037,0.6118,0.1793
-4.000,-0.5022,0.00698,0.00218,-0.0033,0.5959,0.1895
-3.750,-0.4714,0.00687,0.00208,-0.0029,0.5815,0.2010
-3.500,-0.4402,0.00678,0.00198,-0.0026,0.5674,0.2120
-3.250,-0.4089,0.00670,0.00190,-0.0023,0.5535,0.2225
-3.000,-0.3776,0.00663,0.00183,-0.0021,0.5386,0.2326
-2.750,-0.3466,0.00655,0.00175,-0.0018,0.5239,0.2455
-2.500,-0.3153,0.00648,0.00169,-0.0015,0.5110,0.2576
-2.250,-0.2837,0.00642,0.00163,-0.0014,0.4978,0.2690
-2.000,-0.2522,0.00638,0.00159,-0.0012,0.4836,0.2793
-1.500,-0.1895,0.00628,0.00150,-0.0008,0.4571,0.3054
-1.250,-0.1578,0.00625,0.00147,-0.0007,0.4443,0.3169
-1.000,-0.1262,0.00624,0.00144,-0.0005,0.4306,0.3281
-0.750,-0.0950,0.00621,0.00142,-0.0003,0.4165,0.3420
-0.500,-0.0632,0.00618,0.00141,-0.0002,0.4053,0.3546
-0.250,-0.0315,0.00618,0.00140,-0.0001,0.3924,0.3664
0.000,0.0000,0.00619,0.00140,-0.0000,0.3786,0.3787
0.250,0.0315,0.00618,0.00140,0.0001,0.3663,0.3924
0.500,0.0632,0.00618,0.00141,0.0002,0.3545,0.4053
0.750,0.0950,0.00621,0.00142,0.0003,0.3420,0.4165
1.000,0.1262,0.00624,0.00144,0.0005,0.3282,0.4305
1.250,0.1578,0.00625,0.00147,0.0007,0.3170,0.4442
1.500,0.1895,0.00628,0.00150,0.0008,0.3053,0.4571
2.000,0.2522,0.00638,0.00159,0.0012,0.2794,0.4836
2.250,0.2837,0.00642,0.00163,0.0014,0.2689,0.4978
2.500,0.3153,0.00648,0.00169,0.0015,0.2573,0.5108
3.000,0.3776,0.00663,0.00183,0.0021,0.2326,0.5388
3.250,0.4089,0.00670,0.00190,0.0023,0.2224,0.5536
3.500,0.4403,0.00678,0.00199,0.0026,0.2119,0.5676
3.750,0.4714,0.00687,0.00208,0.0029,0.2009,0.5816
4.000,0.5023,0.00698,0.00218,0.0033,0.1895,0.5960
4.250,0.5330,0.00709,0.00229,0.0037,0.1791,0.6119
4.500,0.5641,0.00719,0.00240,0.0041,0.1701,0.6270
4.750,0.5950,0.00730,0.00253,0.0046,0.1608,0.6421
5.000,0.6257,0.00744,0.00266,0.0051,0.1511,0.6569
5.250,0.6561,0.00759,0.00281,0.0056,0.1415,0.6721
5.500,0.6866,0.00772,0.00296,0.0062,0.1336,0.6884
5.750,0.7171,0.00786,0.00311,0.0068,0.1260,0.7048
6.000,0.7475,0.00801,0.00328,0.0074,0.1187,0.7209
6.250,0.7775,0.00818,0.00347,0.0082,0.1111,0.7368
6.500,0.8074,0.00836,0.00366,0.0089,0.1043,0.7526
6.750,0.8375,0.00853,0.00385,0.0097,0.0984,0.7680
7.000,0.8675,0.00871,0.00406,0.0105,0.0930,0.7837
7.250,0.8968,0.00891,0.00428,0.0115,0.0872,0.8001
7.500,0.9259,0.00912,0.00452,0.0125,0.0820,0.8159
7.750,0.9554,0.00931,0.00475,0.0135,0.0780,0.8310
8.000,0.9841,0.00954,0.00501,0.0146,0.0735,0.8458
8.250,1.0124,0.00980,0.00529,0.0159,0.0693,0.8598
8.500,1.0410,0.01002,0.00555,0.0171,0.0661,0.8741
8.750,1.0682,0.01029,0.00586,0.0186,0.0624,0.8886
9.000,1.0950,0.01055,0.00616,0.0202,0.0594,0.9020
9.250,1.1186,0.01081,0.00646,0.0224,0.0568,0.9152
9.500,1.1423,0.01112,0.00681,0.0245,0.0543,0.9279
9.750,1.1661,0.01145,0.00719,0.0267,0.0517,0.9409
10.000,1.1887,0.01181,0.00759,0.0290,0.0496,0.9537
10.250,1.2104,0.01219,0.00802,0.0315,0.0476,0.9659
10.500,1.2318,0.01260,0.00846,0.0340,0.0458,0.9776
10.750,1.2550,0.01309,0.00899,0.0360,0.0438,0.9872
