alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
------,--------,---------,---------,--------,--------,--------
-5.000,-0.6206,0.00766,0.00283,-0.0065,0.6121,0.1763
-4.750,-0.5903,0.00756,0.00271,-0.0059,0.5976,0.1836
-4.500,-0.5602,0.00742,0.00258,-0.0053,0.5856,0.1933
-4.250,-0.5295,0.00733,0.00248,-0.0049,0.5722,0.2016
-4.000,-0.4989,0.00724,0.00238,-0.0044,0.5579,0.2097
-3.750,-0.4684,0.00713,0.00228,-0.0039,0.5466,0.2199
-3.500,-0.4373,0.00706,0.00220,-0.0036,0.5338,0.2285
-3.250,-0.4066,0.00699,0.00212,-0.0032,0.5201,0.2377
-3.000,-0.3757,0.00689,0.00204,-0.0028,0.5096,0.2485
-2.750,-0.3444,0.00685,0.00198,-0.0025,0.4965,0.2569
-2.500,-0.3136,0.00678,0.00192,-0.0022,0.4841,0.2672
-2.250,-0.2824,0.00671,0.00186,-0.0019,0.4733,0.2782
-2.000,-0.2509,0.00669,0.00182,-0.0017,0.4603,0.2861
-1.750,-0.2199,0.00663,0.00177,-0.0014,0.4495,0.2979
-1.500,-0.1884,0.00660,0.00174,-0.0012,0.4384,0.3080
-1.250,-0.1572,0.00659,0.00171,-0.0010,0.4251,0.3173
-1.000,-0.1258,0.00653,0.00168,-0.0008,0.4158,0.3292
-0.750,-0.0942,0.00654,0.00167,-0.0006,0.4038,0.3384
-0.500,-0.0630,0.00651,0.00165,-0.0004,0.3928,0.3497
-0.250,-0.0314,0.00649,0.00164,-0.0002,0.3827,0.3610
0.000,0.0000,0.00652,0.00164,-0.0000,0.3698,0.3698
0.250,0.0314,0.00649,0.00164,0.0002,0.3610,0.3827
0.500,0.0630,0.00651,0.00165,0.0004,0.3497,0.3930
0.750,0.0942,0.00653,0.00167,0.0006,0.3385,0.4038
1.000,0.1258,0.00653,0.00168,0.0008,0.3293,0.4160
1.250,0.1572,0.00658,0.00171,0.0010,0.3174,0.4252
1.500,0.1884,0.00660,0.00174,0.0012,0.3080,0.4385
1.750,0.2199,0.00663,0.00177,0.0014,0.2978,0.4495
2.000,0.2509,0.00670,0.00182,0.0017,0.2859,0.4602
2.250,0.2823,0.00672,0.00186,0.0019,0.2777,0.4733
2.500,0.3136,0.00678,0.00192,0.0022,0.2674,0.4840
2.750,0.3445,0.00685,0.00198,0.0025,0.2570,0.4964
3.000,0.3757,0.00689,0.00204,0.0028,0.2483,0.5095
3.250,0.4067,0.00699,0.00212,0.0032,0.2377,0.5200
3.500,0.4374,0.00706,0.00220,0.0036,0.2287,0.5339
3.750,0.4685,0.00713,0.00228,0.0039,0.2201,0.5468
4.000,0.4990,0.00724,0.00238,0.0044,0.2096,0.5577
4.250,0.5296,0.00733,0.00248,0.0049,0.2015,0.5721
4.500,0.5603,0.00742,0.00258,0.0053,0.1932,0.5856
4.750,0.5904,0.00756,0.00271,0.0059,0.1836,0.5975
5.000,0.6208,0.00766,0.00283,0.0065,0.1763,0.6120
5.250,0.6510,0.00777,0.00296,0.0071,0.1684,0.6264
