alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
------,--------,---------,---------,--------,--------,--------
-5.000,-0.6871,0.03243,0.02310,-0.0023,1.0000,0.3075
-4.750,-0.6703,0.03086,0.02154,0.0008,1.0000,0.3355
-4.500,-0.6529,0.02950,0.02022,0.0041,1.0000,0.3680
-4.250,-0.6348,0.02835,0.01915,0.0075,1.0000,0.4045
-4.000,-0.6165,0.02739,0.01826,0.0110,1.0000,0.4448
-3.750,-0.5959,0.02672,0.01776,0.0147,1.0000,0.4868
-3.500,-0.5751,0.02619,0.01736,0.0186,1.0000,0.5297
-3.250,-0.5539,0.02580,0.01709,0.0225,1.0000,0.5725
-3.000,-0.5322,0.02553,0.01690,0.0265,1.0000,0.6147
-2.750,-0.5104,0.02533,0.01676,0.0304,1.0000,0.6563
-2.500,-0.4890,0.02518,0.01663,0.0342,1.0000,0.6976
-2.250,-0.4595,0.02540,0.01687,0.0375,1.0000,0.7369
-2.000,-0.4278,0.02559,0.01704,0.0400,1.0000,0.7769
-1.750,-0.3900,0.02582,0.01722,0.0410,1.0000,0.8179
-1.500,-0.3294,0.02629,0.01757,0.0380,1.0000,0.8593
-1.250,-0.2366,0.02672,0.01780,0.0284,1.0000,0.8997
-1.000,-0.1363,0.02661,0.01755,0.0157,1.0000,0.9381
-0.750,-0.0398,0.02611,0.01697,0.0023,1.0000,0.9744
-0.500,0.0401,0.02539,0.01623,-0.0096,1.0000,1.0000
-0.250,0.0214,0.02530,0.01617,-0.0049,1.0000,1.0000
0.000,-0.0000,0.02528,0.01615,0.0000,1.0000,1.0000
0.250,-0.0214,0.02530,0.01617,0.0049,1.0000,1.0000
0.500,-0.0401,0.02538,0.01622,0.0096,1.0000,1.0000
0.750,0.0397,0.02611,0.01696,-0.0023,0.9744,1.0000
1.000,0.1362,0.02661,0.01755,-0.0157,0.9381,1.0000
1.250,0.2365,0.02671,0.01780,-0.0284,0.8997,1.0000
1.500,0.3294,0.02629,0.01756,-0.0380,0.8593,1.0000
1.750,0.3899,0.02582,0.01722,-0.0410,0.8180,1.0000
2.000,0.4277,0.02559,0.01704,-0.0399,0.7770,1.0000
2.250,0.4594,0.02540,0.01687,-0.0375,0.7370,1.0000
2.500,0.4889,0.02518,0.01664,-0.0342,0.6976,1.0000
2.750,0.5104,0.02533,0.01676,-0.0304,0.6563,1.0000
3.000,0.5322,0.02552,0.01689,-0.0264,0.6148,1.0000
3.250,0.5538,0.02580,0.01709,-0.0225,0.5726,1.0000
3.500,0.5751,0.02619,0.01736,-0.0186,0.5297,1.0000
3.750,0.5958,0.02672,0.01775,-0.0147,0.4868,1.0000
4.000,0.6165,0.02739,0.01825,-0.0110,0.4448,1.0000
4.250,0.6347,0.02835,0.01914,-0.0074,0.4045,1.0000
4.500,0.6529,0.02950,0.02022,-0.0041,0.3680,1.0000
4.750,0.6703,0.03086,0.02154,-0.0008,0.3355,1.0000
5.000,0.6870,0.03242,0.02310,0.0023,0.3075,1.0000
5.250,0.7043,0.03411,0.02475,0.0053,0.2836,1.0000
5.500,0.7151,0.03631,0.02712,0.0083,0.2648,1.0000
5.750,0.7256,0.03860,0.02954,0.0113,0.2487,1.0000
6.000,0.7318,0.04126,0.03238,0.0142,0.2362,1.0000
6.250,0.7372,0.04404,0.03530,0.0169,0.2255,1.0000
6.500,0.7479,0.04666,0.03796,0.0193,0.2151,1.0000
6.750,0.7275,0.05086,0.04249,0.0216,0.2118,1.0000
7.000,0.7076,0.05519,0.04700,0.0230,0.2087,1.0000
7.250,0.7129,0.05830,0.05012,0.0247,0.2019,1.0000
7.500,0.6895,0.06301,0.05490,0.0251,0.2007,1.0000
8.000,0.6139,0.07783,0.06971,0.0160,0.2057,1.0000
8.500,0.6056,0.08803,0.07985,0.0121,0.2004,1.0000
8.750,0.5966,0.09378,0.08556,0.0091,0.2003,1.0000
9.000,0.5921,0.09916,0.09090,0.0067,0.2006,1.0000
9.500,0.5900,0.10942,0.10113,0.0026,0.2015,1.0000
10.000,0.4021,0.11925,0.11138,-0.0034,0.3525,1.0000
10.250,0.5370,0.13202,0.12366,-0.0184,0.3353,1.0000
